product_id,product_name,category,subcategory,launch_date,discontinued_date,unit_cost,unit_price,supplier_id,manufacturing_location_id
P10621,Road,Stop,Join,2015-02-17,2026-02-18,171.26,968.97,S10621,M10621
P10622,Sport,We,Enough,2014-07-20,2027-12-20,267.09,986.98,S10622,M10622
P10623,Firm,Buy,World,2017-07-30,2025-04-28,150.56,638.17,S10623,M10623
P10624,Policy,Its,Thousand,2019-04-26,2025-12-29,197.57,620.35,S10624,M10624
P10625,Information,Gas,Sort,2015-03-20,2027-11-29,259.72,646.02,S10625,M10625
P10626,Quality,Off,Example,2022-03-18,2027-04-22,189.25,607.13,S10626,M10626
P10627,Hear,I,Manager,2014-02-28,2024-10-30,215.2,720.26,S10627,M10627
P10628,Finally,Almost,Hard,2014-03-06,2024-09-25,371.71,780.89,S10628,M10628
P10629,Later,Possible,Onto,2020-11-22,2025-12-19,19.56,631.7,S10629,M10629
P10630,Recent,Hospital,Pull,2023-06-14,2026-08-12,32.13,942.57,S10630,M10630
P10631,Those,Find,Along,2022-10-01,2028-05-17,131.71,641.26,S10631,M10631
P10632,East,Step,Radio,2021-11-22,2026-09-23,101.89,574.05,S10632,M10632
P10633,Perform,Hand,Quality,2014-12-02,2027-08-12,119.17,657.95,S10633,M10633
P10634,Thousand,Part,Fine,2023-12-28,2027-07-15,335.04,916.0,S10634,M10634
P10635,Gas,Unit,Boy,2023-02-04,2028-01-16,494.63,805.48,S10635,M10635
P10636,Country,Realize,Cut,2021-01-03,2027-08-27,143.29,977.9,S10636,M10636
P10637,Like,Create,Though,2017-01-06,2027-01-13,407.11,712.12,S10637,M10637
P10638,Short,Better,Source,2014-02-13,2027-07-29,197.93,589.66,S10638,M10638
P10639,Strong,Hotel,Behind,2015-08-21,2028-11-07,391.83,944.56,S10639,M10639
P10640,Discussion,Admit,Wife,2023-11-24,2027-06-15,336.11,868.68,S10640,M10640
P10641,Think,Hear,Adult,2020-07-27,2026-10-21,358.44,744.49,S10641,M10641
P10642,Sister,Of,Many,2020-02-25,2024-08-22,256.07,869.48,S10642,M10642
P10643,Catch,Experience,Leg,2017-07-27,2026-09-15,173.34,726.41,S10643,M10643
P10644,Reduce,Somebody,Plan,2022-02-21,2027-12-09,379.82,795.06,S10644,M10644
P10645,Picture,Few,Strategy,2018-09-16,2024-07-15,161.49,946.34,S10645,M10645
P10646,The,Produce,Later,2021-11-05,2025-05-04,467.12,934.3,S10646,M10646
P10647,Raise,Return,Measure,2018-01-18,2024-07-31,403.85,559.28,S10647,M10647
P10648,Research,Laugh,Result,2015-10-01,2026-11-05,174.55,584.31,S10648,M10648
P10649,Project,While,Visit,2019-06-26,2025-10-07,195.0,695.96,S10649,M10649
P10650,Whatever,Go,Involve,2020-03-17,2027-10-07,360.26,518.37,S10650,M10650
P10651,Full,Now,Edge,2022-06-25,2025-02-25,405.88,668.8,S10651,M10651
P10652,Person,Well,Girl,2017-10-24,2025-09-20,373.99,619.72,S10652,M10652
P10653,Behind,Rock,South,2017-11-21,2028-11-04,276.97,609.21,S10653,M10653
P10654,Study,Science,Produce,2021-06-18,2024-05-13,73.43,747.62,S10654,M10654
P10655,Relationship,Per,Pattern,2017-03-19,2027-03-09,87.66,604.1,S10655,M10655
P10656,Education,Growth,Maybe,2023-07-24,2024-12-22,115.65,813.07,S10656,M10656
P10657,Inside,Above,Land,2019-08-16,2024-06-02,84.35,861.06,S10657,M10657
P10658,Pattern,These,Mention,2014-10-05,2024-12-13,113.72,698.77,S10658,M10658
P10659,Positive,Order,Far,2019-12-05,2027-09-22,405.06,816.23,S10659,M10659
P10660,Participant,Student,Similar,2016-02-13,2026-07-15,390.37,541.05,S10660,M10660
P10661,Tell,Trip,Significant,2015-10-29,2028-06-11,407.81,853.21,S10661,M10661
P10662,To,Tv,Property,2017-08-07,2026-09-11,382.0,545.68,S10662,M10662
P10663,Whether,Least,Catch,2019-05-22,2025-04-22,226.18,575.72,S10663,M10663
P10664,Blue,Walk,Until,2020-05-07,2028-08-12,152.6,646.38,S10664,M10664
P10665,House,Never,Picture,2020-09-15,2026-10-17,238.63,718.44,S10665,M10665
P10666,Instead,Travel,Partner,2015-07-18,2027-10-20,422.82,865.11,S10666,M10666
P10667,Wish,Choice,Put,2019-05-01,2025-05-27,499.72,929.03,S10667,M10667
P10668,Power,Research,Necessary,2017-05-19,2024-08-17,121.38,954.65,S10668,M10668
P10669,Under,Successful,Gun,2015-03-06,2024-07-18,321.49,779.93,S10669,M10669
P10670,Common,Behavior,Significant,2021-06-27,2028-07-21,459.48,902.28,S10670,M10670
P10671,Morning,School,Not,2023-11-28,2026-06-03,423.41,921.65,S10671,M10671
P10672,Fish,Ask,Ever,2019-07-23,2028-07-09,177.83,629.14,S10672,M10672
P10673,Level,Tv,Majority,2018-07-22,2028-04-26,453.94,675.53,S10673,M10673
P10674,Full,Become,Admit,2020-12-04,2028-01-15,411.86,671.09,S10674,M10674
P10675,Leave,Right,Happy,2020-09-05,2027-07-22,246.14,911.01,S10675,M10675
P10676,Television,Beautiful,Daughter,2018-12-12,2026-11-05,260.16,765.55,S10676,M10676
P10677,Can,Difficult,Various,2017-12-21,2027-06-28,172.76,705.92,S10677,M10677
P10678,North,Final,Especially,2017-12-04,2026-05-18,428.0,745.57,S10678,M10678
P10679,Tv,Raise,You,2014-02-04,2024-03-12,327.15,776.98,S10679,M10679
P10680,Low,A,Service,2023-11-15,2027-02-25,342.46,715.37,S10680,M10680
P10681,This,Question,Lose,2016-10-13,2024-10-10,168.35,919.14,S10681,M10681
P10682,Wide,Already,Raise,2017-11-18,2024-10-17,176.0,906.92,S10682,M10682
P10683,Congress,Window,Thought,2016-10-30,2027-05-14,156.07,970.26,S10683,M10683
P10684,Piece,Produce,Soon,2018-05-22,2027-09-29,91.35,782.0,S10684,M10684
P10685,Series,Hotel,With,2017-11-29,2028-04-08,181.4,960.34,S10685,M10685
P10686,Win,Day,Hotel,2023-09-21,2028-06-24,481.18,975.04,S10686,M10686
P10687,Nor,Front,Trip,2016-05-26,2025-07-03,474.97,915.35,S10687,M10687
P10688,List,Since,Age,2015-01-25,2024-10-02,374.93,983.98,S10688,M10688
P10689,Fish,View,Yet,2019-02-13,2028-02-14,140.36,752.68,S10689,M10689
P10690,Can,Fire,Assume,2023-02-05,2025-02-24,477.56,847.27,S10690,M10690
P10691,Great,Nothing,City,2016-03-07,2024-12-29,163.37,723.27,S10691,M10691
P10692,Against,Us,Claim,2021-11-17,2025-11-29,325.9,579.94,S10692,M10692
P10693,Continue,Movie,Maintain,2015-07-11,2028-11-14,303.08,642.06,S10693,M10693
P10694,Manager,Country,After,2015-07-28,2026-05-18,365.67,914.76,S10694,M10694
P10695,Weight,Hundred,Hot,2021-01-28,2024-09-23,359.35,653.11,S10695,M10695
P10696,Indeed,Value,Western,2016-09-02,2027-05-25,414.46,508.42,S10696,M10696
P10697,Positive,Civil,Member,2015-07-22,2028-09-14,487.39,918.75,S10697,M10697
P10698,Result,West,Practice,2014-10-08,2028-09-18,229.98,543.89,S10698,M10698
P10699,Ground,Enjoy,Hundred,2014-08-29,2026-12-03,161.83,955.09,S10699,M10699
P10700,Three,Itself,Oil,2020-04-20,2024-08-07,114.02,654.9,S10700,M10700
P10701,Author,We,Material,2015-11-19,2028-02-02,154.64,962.95,S10701,M10701
P10702,Specific,Seem,Interview,2017-02-07,2025-10-15,444.63,773.27,S10702,M10702
P10703,Arrive,Bag,Phone,2018-05-14,2027-03-18,349.21,588.77,S10703,M10703
P10704,Left,Ahead,Table,2019-08-18,2026-02-10,144.96,522.44,S10704,M10704
P10705,Produce,After,Under,2018-09-20,2028-10-21,304.27,782.69,S10705,M10705
P10706,Important,Painting,Region,2023-03-31,2029-01-18,205.46,998.2,S10706,M10706
P10707,Gun,Increase,Fear,2023-08-31,2028-12-08,188.41,701.35,S10707,M10707
P10708,Meeting,Manage,Left,2014-11-20,2026-10-19,342.0,953.53,S10708,M10708
P10709,Gas,Benefit,Quite,2020-05-04,2025-06-23,195.56,667.02,S10709,M10709
P10710,Sit,Scientist,Officer,2020-12-19,2026-05-02,471.78,552.65,S10710,M10710
P10711,Long,Business,Without,2023-04-20,2026-11-17,420.55,549.91,S10711,M10711
P10712,Important,Moment,Travel,2017-01-22,2025-07-04,297.0,753.34,S10712,M10712
P10713,Around,As,Fish,2022-10-28,2028-11-03,40.8,559.36,S10713,M10713
P10714,Walk,Memory,Possible,2017-12-11,2024-02-10,115.57,913.82,S10714,M10714
P10715,Institution,Claim,Line,2020-03-03,2024-07-03,319.97,673.84,S10715,M10715
P10716,Avoid,Employee,Team,2023-12-13,2028-03-22,341.51,781.12,S10716,M10716
P10717,Power,Whether,Member,2018-05-01,2024-06-03,196.38,649.84,S10717,M10717
P10718,Training,Follow,Ask,2018-06-01,2026-08-23,433.36,780.31,S10718,M10718
P10719,Day,Society,Hour,2020-02-22,2024-06-20,80.36,585.79,S10719,M10719
P10720,Science,Truth,Similar,2022-09-09,2028-09-24,34.47,752.13,S10720,M10720
P10721,Necessary,Product,Lead,2023-08-06,2026-09-12,126.68,752.43,S10721,M10721
P10722,Person,Pass,Economic,2016-09-03,2025-04-07,486.1,611.93,S10722,M10722
P10723,Leave,Every,Analysis,2019-03-31,2027-04-22,451.89,582.44,S10723,M10723
P10724,Face,Mouth,Hospital,2023-03-12,2025-08-03,65.58,515.79,S10724,M10724
P10725,Strong,Economy,Purpose,2021-11-17,2024-06-25,196.6,893.09,S10725,M10725
P10726,Full,Common,Out,2023-06-18,2024-10-10,226.15,843.55,S10726,M10726
P10727,Less,Argue,Full,2020-02-13,2029-01-07,105.78,847.63,S10727,M10727
P10728,Section,Measure,Security,2016-07-23,2025-03-11,250.27,831.2,S10728,M10728
P10729,Less,Stock,Sing,2016-03-30,2026-04-09,234.07,923.61,S10729,M10729
P10730,Little,Box,Expert,2016-02-04,2026-09-23,153.92,693.98,S10730,M10730
P10731,Value,Term,Read,2020-10-19,2025-04-24,333.57,984.01,S10731,M10731
P10732,Sing,Career,Market,2020-05-28,2024-12-14,191.18,996.68,S10732,M10732
P10733,Girl,Rich,Because,2017-08-12,2024-11-21,56.32,691.46,S10733,M10733
P10734,World,Sometimes,How,2014-04-07,2026-11-28,84.86,653.52,S10734,M10734
P10735,Election,Your,Her,2014-02-22,2027-01-10,214.04,763.9,S10735,M10735
P10736,My,Pick,Hand,2014-07-25,2028-09-19,259.91,949.66,S10736,M10736
P10737,Maybe,Month,Them,2021-02-21,2025-07-01,178.12,967.7,S10737,M10737
P10738,Finally,Pick,Surface,2019-02-06,2026-08-07,73.58,873.5,S10738,M10738
P10739,Artist,Bar,Fall,2015-09-01,2028-07-06,18.93,555.77,S10739,M10739
P10740,Ten,Name,Animal,2015-05-15,2025-09-13,165.22,838.27,S10740,M10740
P10741,Lose,Understand,Policy,2022-04-13,2027-11-12,404.55,751.99,S10741,M10741
P10742,Image,Third,Arrive,2015-12-13,2028-08-10,452.18,589.84,S10742,M10742
P10743,Field,Look,Term,2017-05-02,2024-04-23,366.93,749.47,S10743,M10743
P10744,Expect,Chance,Very,2022-07-09,2025-03-10,468.34,774.11,S10744,M10744
P10745,Month,Everything,Magazine,2020-06-14,2026-02-19,221.94,972.47,S10745,M10745
P10746,Rule,Realize,Bring,2023-04-30,2027-12-07,352.98,674.06,S10746,M10746
P10747,Write,Lose,Listen,2014-12-31,2025-08-04,37.39,847.03,S10747,M10747
P10748,Last,None,However,2019-03-09,2024-04-19,25.15,581.22,S10748,M10748
P10749,Strong,Budget,Soon,2023-03-01,2024-01-27,233.48,976.25,S10749,M10749
P10750,Task,Yeah,Teacher,2019-04-22,2026-04-23,379.91,970.36,S10750,M10750
P10751,Knowledge,Sign,Natural,2020-08-22,2025-09-23,113.47,924.85,S10751,M10751
P10752,Interest,Floor,Research,2022-08-29,2028-06-26,337.13,836.96,S10752,M10752
P10753,Spend,Still,Head,2017-03-05,2025-10-20,345.81,609.43,S10753,M10753
P10754,Out,Power,Walk,2023-08-19,2024-02-04,261.72,576.74,S10754,M10754
P10755,Know,Relate,Institution,2014-03-19,2027-05-06,20.71,741.83,S10755,M10755
P10756,Spend,End,Set,2021-12-10,2027-01-09,385.15,993.13,S10756,M10756
P10757,Affect,Lawyer,Despite,2022-07-08,2027-09-05,448.4,962.98,S10757,M10757
P10758,No,From,Fight,2022-10-04,2028-02-16,60.08,846.55,S10758,M10758
P10759,Get,Officer,Performance,2021-09-19,2027-10-01,326.7,803.84,S10759,M10759
P10760,Tree,Ability,Small,2015-12-17,2026-01-30,380.75,630.79,S10760,M10760
P10761,Gun,Carry,Kid,2023-01-18,2028-06-30,351.62,605.65,S10761,M10761
P10762,Than,Moment,Right,2014-12-27,2026-01-30,290.25,951.58,S10762,M10762
P10763,Cold,Ground,Money,2021-05-09,2028-06-28,461.76,848.83,S10763,M10763
P10764,Not,Quality,Great,2016-10-06,2027-08-05,359.95,594.76,S10764,M10764
P10765,Budget,Couple,Possible,2014-09-19,2027-06-18,148.33,921.03,S10765,M10765
P10766,Job,Walk,Where,2023-03-31,2027-03-09,33.69,973.64,S10766,M10766
P10767,Half,Great,Rock,2019-08-17,2027-06-03,32.64,584.37,S10767,M10767
P10768,Hard,Magazine,Go,2016-06-16,2025-11-01,275.93,630.64,S10768,M10768
P10769,Person,Listen,Sing,2015-02-05,2027-06-22,146.52,797.17,S10769,M10769
P10770,Successful,Until,Voice,2021-05-25,2025-09-11,239.21,551.27,S10770,M10770
P10771,Happen,Beat,Move,2021-01-03,2027-01-03,112.1,732.29,S10771,M10771
P10772,How,Cut,Onto,2018-02-12,2026-10-10,479.5,864.5,S10772,M10772
P10773,Strategy,Party,Road,2020-04-08,2024-11-21,243.52,619.02,S10773,M10773
P10774,Mrs,System,Than,2015-09-07,2024-12-10,181.39,785.85,S10774,M10774
P10775,Along,Increase,More,2015-10-07,2028-12-28,368.47,878.7,S10775,M10775
P10776,Behavior,Religious,Not,2014-06-26,2025-02-11,248.81,559.17,S10776,M10776
P10777,Include,See,Bit,2019-02-10,2027-07-16,380.08,597.68,S10777,M10777
P10778,Goal,Local,Program,2016-12-25,2028-01-27,105.74,881.86,S10778,M10778
P10779,Market,Sense,Ability,2024-01-24,2026-02-13,243.9,614.37,S10779,M10779
P10780,Especially,Interesting,Right,2016-09-28,2026-01-28,270.12,803.84,S10780,M10780
P10781,Role,Learn,Still,2020-09-17,2028-10-16,109.68,766.17,S10781,M10781
P10782,Animal,Doctor,Recognize,2016-01-14,2028-06-25,210.71,845.79,S10782,M10782
P10783,Social,Network,Reveal,2019-07-26,2026-07-09,128.86,612.0,S10783,M10783
P10784,Poor,Tell,Character,2022-03-14,2027-07-24,344.15,578.9,S10784,M10784
P10785,Grow,List,Grow,2021-02-12,2028-08-23,409.27,836.89,S10785,M10785
P10786,Prove,Have,Explain,2017-06-20,2026-07-24,346.49,939.28,S10786,M10786
P10787,Message,News,Several,2015-12-05,2026-10-15,175.73,746.68,S10787,M10787
P10788,International,Decision,Claim,2015-01-07,2025-12-18,275.91,740.7,S10788,M10788
P10789,Degree,True,Able,2021-11-19,2025-08-29,296.21,731.67,S10789,M10789
P10790,Moment,Security,Drive,2021-10-20,2027-02-13,264.05,568.44,S10790,M10790
P10791,Official,Operation,Dark,2015-05-13,2026-11-27,493.1,920.16,S10791,M10791
P10792,Media,Arrive,Future,2018-03-05,2026-05-23,351.3,515.21,S10792,M10792
P10793,Thank,Increase,Care,2014-12-15,2024-02-16,301.95,754.7,S10793,M10793
P10794,Simply,Onto,Too,2023-04-25,2027-04-27,361.96,679.11,S10794,M10794
P10795,Want,Human,Democratic,2016-05-14,2025-09-15,58.38,763.78,S10795,M10795
P10796,Risk,Save,Always,2021-10-29,2027-07-08,366.84,621.41,S10796,M10796
P10797,Here,Improve,Fear,2018-10-06,2024-06-06,321.07,638.3,S10797,M10797
P10798,Southern,Us,Back,2018-07-16,2028-01-04,219.92,867.65,S10798,M10798
P10799,Hair,Fall,Technology,2023-12-23,2025-08-27,250.59,777.84,S10799,M10799
P10800,Because,Value,Political,2020-01-12,2024-11-01,325.35,876.29,S10800,M10800
P10801,View,Southern,Professional,2021-11-17,2028-06-08,243.83,871.05,S10801,M10801
P10802,Imagine,Response,A,2016-03-29,2024-11-10,183.5,719.99,S10802,M10802
P10803,Think,Them,Us,2016-02-07,2025-06-25,53.6,827.52,S10803,M10803
P10804,Attorney,Remain,Care,2017-07-10,2028-11-21,260.87,771.31,S10804,M10804
P10805,Others,Candidate,Media,2015-08-13,2026-09-30,255.28,766.6,S10805,M10805
P10806,Radio,Participant,Floor,2020-03-27,2026-08-27,81.53,900.58,S10806,M10806
P10807,Ability,Note,Way,2020-08-14,2024-02-20,395.75,861.73,S10807,M10807
P10808,Tell,Popular,Ahead,2019-01-19,2026-08-11,435.19,923.41,S10808,M10808
P10809,Money,Chair,Financial,2022-02-04,2027-09-15,304.11,899.37,S10809,M10809
P10810,Country,Available,Form,2023-09-27,2027-06-13,38.17,932.84,S10810,M10810
P10811,Candidate,Food,Thus,2014-10-29,2024-11-16,346.54,513.59,S10811,M10811
P10812,Above,Rise,Off,2020-02-08,2026-05-17,203.09,761.15,S10812,M10812
P10813,Seat,Right,Open,2018-04-25,2024-08-16,396.59,959.72,S10813,M10813
P10814,Film,Town,Third,2023-08-26,2026-12-24,75.63,779.09,S10814,M10814
P10815,Gun,Deep,Future,2015-03-17,2029-01-19,15.22,746.56,S10815,M10815
P10816,Health,Measure,All,2014-03-04,2028-03-23,298.99,688.83,S10816,M10816
P10817,Serious,Happy,Question,2021-01-10,2025-02-26,286.27,737.21,S10817,M10817
P10818,Everyone,Maybe,Television,2021-05-07,2026-10-31,423.24,735.1,S10818,M10818
P10819,Very,Open,Task,2016-11-26,2025-01-16,286.66,806.94,S10819,M10819
P10820,Low,Cost,Tv,2018-01-06,2024-03-05,495.58,617.72,S10820,M10820
P10821,Southern,Performance,Event,2018-11-05,2027-01-13,10.85,925.09,S10821,M10821
P10822,Forget,Newspaper,Run,2014-08-13,2027-12-16,22.01,513.63,S10822,M10822
P10823,Create,Ground,Camera,2021-11-17,2027-04-02,499.07,591.4,S10823,M10823
P10824,Dinner,My,Couple,2017-12-22,2025-07-19,127.11,908.63,S10824,M10824
P10825,Policy,Sport,Candidate,2018-06-26,2026-12-06,251.33,595.07,S10825,M10825
P10826,Owner,Show,Different,2022-03-08,2026-02-12,305.72,895.12,S10826,M10826
P10827,Box,Change,Accept,2018-04-05,2027-02-17,266.38,882.37,S10827,M10827
P10828,Myself,Measure,Herself,2021-12-31,2026-01-31,153.03,938.79,S10828,M10828
P10829,Between,Recent,Rather,2023-01-10,2024-08-17,65.32,591.04,S10829,M10829
P10830,Return,Choose,Get,2018-05-22,2027-02-11,414.11,913.25,S10830,M10830
P10831,Policy,Eat,Pm,2023-05-20,2025-09-08,324.84,979.12,S10831,M10831
P10832,Television,One,Score,2018-01-15,2028-03-14,237.67,683.41,S10832,M10832
P10833,Increase,Treat,Operation,2014-06-11,2028-09-23,481.86,757.26,S10833,M10833
P10834,Too,Animal,Continue,2016-10-14,2026-01-30,270.72,660.62,S10834,M10834
P10835,Dream,Sport,Not,2020-02-19,2026-03-12,212.79,859.69,S10835,M10835
P10836,Suffer,Newspaper,Situation,2017-02-23,2027-01-18,74.83,970.92,S10836,M10836
P10837,Already,Mission,Lawyer,2021-06-21,2026-05-06,434.35,992.02,S10837,M10837
P10838,Street,Marriage,Suggest,2019-02-13,2024-04-24,37.17,520.07,S10838,M10838
P10839,Sense,Necessary,Say,2022-07-24,2024-04-15,268.63,545.89,S10839,M10839
P10840,Kid,Bed,Contain,2016-04-05,2024-06-11,382.8,943.91,S10840,M10840
P10841,Soon,Team,Write,2023-04-14,2024-11-23,485.79,543.77,S10841,M10841
P10842,Pretty,Language,Wide,2019-04-15,2027-07-19,32.64,919.9,S10842,M10842
P10843,Remain,Each,Race,2019-03-16,2028-07-16,390.65,710.81,S10843,M10843
P10844,Both,Visit,Discover,2018-12-28,2025-10-01,177.76,929.63,S10844,M10844
P10845,Along,Identify,Key,2016-10-08,2028-06-10,311.3,863.95,S10845,M10845
P10846,By,Way,While,2021-12-03,2027-05-01,202.58,972.25,S10846,M10846
P10847,Old,Consider,Spend,2023-09-21,2028-11-17,453.02,534.58,S10847,M10847
P10848,Police,Number,Treat,2019-10-29,2024-04-25,402.24,624.08,S10848,M10848
P10849,Point,Head,Would,2023-02-05,2024-05-17,238.15,846.01,S10849,M10849
P10850,Realize,Fight,Concern,2022-12-05,2027-05-08,175.65,769.03,S10850,M10850
P10851,Series,Choice,Direction,2016-07-07,2024-06-10,202.29,982.15,S10851,M10851
P10852,Indicate,Throughout,Inside,2023-07-06,2029-01-07,151.08,693.09,S10852,M10852
P10853,Design,How,Subject,2022-02-13,2027-06-24,466.77,972.88,S10853,M10853
P10854,How,Forget,Prepare,2021-09-25,2026-07-04,123.87,616.47,S10854,M10854
P10855,Medical,Figure,Student,2019-08-14,2026-04-05,76.68,580.53,S10855,M10855
P10856,Marriage,Forget,Music,2014-05-29,2028-08-10,107.05,860.15,S10856,M10856
P10857,Pass,Resource,Right,2014-09-20,2025-07-05,392.58,519.13,S10857,M10857
P10858,Contain,Pretty,Scene,2022-05-09,2027-02-06,219.3,992.02,S10858,M10858
P10859,My,Involve,Movie,2020-10-07,2024-06-09,159.7,916.09,S10859,M10859
P10860,This,Such,Require,2023-02-10,2027-06-04,105.58,672.15,S10860,M10860
P10861,Enter,Author,Sport,2022-02-16,2028-03-25,27.11,635.32,S10861,M10861
P10862,Character,Own,Move,2014-02-18,2026-11-02,233.21,825.23,S10862,M10862
P10863,Once,Various,Show,2017-09-25,2028-11-27,42.31,823.17,S10863,M10863
P10864,Adult,Worker,Design,2021-06-14,2027-06-19,324.73,943.24,S10864,M10864
P10865,Source,Writer,Such,2015-06-24,2028-05-08,423.78,629.19,S10865,M10865
P10866,Stay,Case,Write,2022-11-15,2026-08-14,265.23,541.58,S10866,M10866
P10867,Miss,Program,Wall,2019-11-26,2025-01-06,401.94,922.36,S10867,M10867
P10868,Degree,Whom,Cell,2015-09-06,2024-09-21,448.59,904.04,S10868,M10868
P10869,Weight,Determine,Effect,2015-11-23,2028-02-08,475.36,597.92,S10869,M10869
P10870,Since,Civil,Sure,2019-08-05,2026-11-02,91.61,545.71,S10870,M10870
P10871,Can,Lead,Industry,2016-10-21,2025-03-15,164.04,751.87,S10871,M10871
P10872,Seem,Answer,Certain,2017-02-28,2026-03-17,182.57,859.7,S10872,M10872
P10873,Institution,Work,Area,2015-01-07,2024-05-04,26.45,794.59,S10873,M10873
P10874,Argue,Perform,Trial,2015-09-06,2025-02-27,368.51,630.46,S10874,M10874
P10875,Evidence,Miss,Reflect,2016-11-08,2024-12-20,45.47,640.77,S10875,M10875
P10876,American,Authority,Serious,2016-11-22,2028-04-30,320.22,922.97,S10876,M10876
P10877,Much,Most,Attack,2016-11-19,2026-12-29,69.48,960.48,S10877,M10877
P10878,Pick,Treat,Night,2018-06-16,2024-12-28,424.4,803.72,S10878,M10878
P10879,Glass,Often,Team,2016-05-03,2027-07-29,118.05,726.52,S10879,M10879
P10880,Article,National,Free,2019-06-07,2027-12-02,478.86,655.68,S10880,M10880
P10881,Oil,Involve,Against,2022-12-12,2026-10-09,450.81,770.73,S10881,M10881
P10882,Rate,Car,Help,2020-11-22,2027-06-07,274.61,681.4,S10882,M10882
P10883,Condition,Majority,Discussion,2020-10-19,2026-02-25,491.45,921.06,S10883,M10883
P10884,Officer,Defense,Policy,2022-04-08,2026-05-19,344.09,977.6,S10884,M10884
P10885,Sometimes,Capital,Team,2021-06-04,2025-12-11,191.92,966.96,S10885,M10885
P10886,Fish,None,Realize,2014-03-01,2024-08-17,405.7,770.52,S10886,M10886
P10887,Type,Space,Statement,2015-11-25,2028-10-31,388.62,859.99,S10887,M10887
P10888,Anything,Push,Still,2018-07-04,2027-11-13,45.19,733.42,S10888,M10888
P10889,Of,Store,Thought,2014-02-28,2028-11-12,89.72,684.57,S10889,M10889
P10890,Interesting,Administration,Serve,2017-02-20,2026-10-16,451.97,939.55,S10890,M10890
P10891,Perform,Traditional,Alone,2015-07-23,2026-01-01,239.51,771.38,S10891,M10891
P10892,Sing,Seek,Experience,2019-10-23,2024-02-26,97.24,878.11,S10892,M10892
P10893,Body,Good,Space,2016-08-15,2025-08-23,13.74,516.75,S10893,M10893
P10894,Good,Voice,Science,2023-05-07,2026-11-21,351.46,939.69,S10894,M10894
P10895,Talk,Card,Prevent,2021-04-12,2027-04-25,322.56,536.29,S10895,M10895
P10896,Culture,So,Nature,2021-10-25,2024-11-14,246.11,702.62,S10896,M10896
P10897,Detail,Recognize,Recently,2019-11-23,2024-09-28,291.26,929.5,S10897,M10897
P10898,Plant,Some,Miss,2018-02-18,2026-03-10,464.36,976.96,S10898,M10898
P10899,Method,Information,Allow,2015-04-09,2024-04-08,214.52,566.55,S10899,M10899
P10900,Hope,Voice,Than,2021-01-17,2027-09-28,387.89,500.94,S10900,M10900
P10901,Best,Green,Page,2018-03-13,2024-05-19,140.46,817.22,S10901,M10901
P10902,Analysis,Add,Great,2018-09-17,2025-07-18,231.13,913.21,S10902,M10902
P10903,Business,Series,Truth,2018-10-28,2028-03-08,109.86,863.58,S10903,M10903
P10904,Her,Morning,Protect,2017-10-14,2028-12-30,11.63,880.82,S10904,M10904
P10905,Night,Any,Choose,2023-12-27,2028-06-13,258.33,608.21,S10905,M10905
P10906,Old,Case,Full,2021-08-18,2024-06-18,456.81,505.35,S10906,M10906
P10907,Walk,Majority,Letter,2016-07-05,2024-03-10,66.03,610.78,S10907,M10907
P10908,Skill,Guess,Skill,2016-07-19,2026-03-27,307.42,854.3,S10908,M10908
P10909,Better,Speak,Agree,2017-01-08,2026-08-01,41.45,983.98,S10909,M10909
P10910,Weight,Soon,Himself,2019-10-21,2027-04-19,426.49,937.98,S10910,M10910
P10911,Step,Born,Economic,2023-01-04,2025-04-14,74.35,893.39,S10911,M10911
P10912,Law,Kitchen,Mission,2016-12-14,2027-06-07,446.07,792.0,S10912,M10912
P10913,Decide,Data,Staff,2017-01-17,2028-11-07,461.76,871.11,S10913,M10913
P10914,Prepare,Every,Answer,2020-04-24,2025-04-21,24.6,916.51,S10914,M10914
P10915,Change,Wind,Identify,2021-05-18,2024-04-06,195.74,569.96,S10915,M10915
P10916,Step,Suddenly,Leave,2014-06-16,2026-02-21,333.17,801.63,S10916,M10916
P10917,Artist,Region,Remain,2016-09-27,2027-09-17,206.37,793.45,S10917,M10917
P10918,Past,Long,Capital,2018-03-18,2028-05-07,350.79,858.81,S10918,M10918
P10919,Yet,Ago,Figure,2021-12-24,2026-07-02,85.58,847.16,S10919,M10919
P10920,Might,Beat,Main,2017-05-26,2024-05-31,338.77,507.49,S10920,M10920
P10921,Interest,Herself,This,2023-12-27,2025-11-15,243.46,912.86,S10921,M10921
P10922,Movie,Lay,Teacher,2017-03-04,2025-08-24,309.98,764.55,S10922,M10922
P10923,Put,Even,Environmental,2016-09-15,2027-08-06,99.42,811.56,S10923,M10923
P10924,Budget,But,Total,2023-02-18,2027-11-28,370.46,910.37,S10924,M10924
P10925,Identify,No,Than,2017-11-07,2025-01-22,449.95,652.76,S10925,M10925
P10926,Hard,Top,Rock,2021-02-07,2027-08-18,49.93,901.69,S10926,M10926
P10927,Positive,Realize,Language,2020-09-22,2024-07-17,376.55,957.82,S10927,M10927
P10928,Term,After,Section,2014-11-24,2026-05-24,160.26,921.62,S10928,M10928
P10929,Director,Hour,Soldier,2023-01-07,2027-07-29,233.54,964.44,S10929,M10929
P10930,Safe,Three,Company,2021-09-10,2026-08-31,369.63,514.32,S10930,M10930
P10931,Son,Design,My,2017-09-24,2025-01-23,114.2,642.97,S10931,M10931
