record_id,product_id,production_date,quantity_produced,quantity_defective,production_line_id,shift_id,supervisor_id
R001102,P13983,2023-09-16,710,33,L1102,SH1102,SUP1102
R001103,P11219,2023-05-20,879,19,L1103,SH1103,SUP1103
R001104,P23854,2022-10-06,835,17,L1104,SH1104,SUP1104
R001105,P21996,2022-12-18,125,42,L1105,SH1105,SUP1105
R001106,P07594,2022-11-24,38,49,L1106,SH1106,SUP1106
R001107,P05634,2023-08-07,83,25,L1107,SH1107,SUP1107
R001108,P14777,2023-07-03,705,0,L1108,SH1108,SUP1108
R001109,P29704,2023-03-18,698,16,L1109,SH1109,SUP1109
R001110,P34120,2023-11-01,743,18,L1110,SH1110,SUP1110
R001111,P22886,2023-04-24,670,35,L1111,SH1111,SUP1111
R001112,P05179,2023-12-15,994,38,L1112,SH1112,SUP1112
R001113,P20924,2024-01-25,575,23,L1113,SH1113,SUP1113
R001114,P23478,2023-03-28,940,37,L1114,SH1114,SUP1114
R001115,P24931,2023-06-15,324,46,L1115,SH1115,SUP1115
R001116,P05602,2022-05-28,25,22,L1116,SH1116,SUP1116
R001117,P28660,2023-10-09,36,33,L1117,SH1117,SUP1117
R001118,P25723,2022-06-18,847,19,L1118,SH1118,SUP1118
R001119,P18270,2022-03-03,945,40,L1119,SH1119,SUP1119
R001120,P29063,2023-11-20,548,32,L1120,SH1120,SUP1120
R001121,P23789,2022-08-16,325,28,L1121,SH1121,SUP1121
R001122,P16208,2022-07-27,268,48,L1122,SH1122,SUP1122
R001123,P16998,2022-05-02,461,3,L1123,SH1123,SUP1123
R001124,P28726,2022-12-10,366,8,L1124,SH1124,SUP1124
R001125,P20311,2023-04-20,738,24,L1125,SH1125,SUP1125
R001126,P08198,2022-06-26,329,48,L1126,SH1126,SUP1126
R001127,P07048,2022-06-01,644,46,L1127,SH1127,SUP1127
R001128,P13010,2022-04-20,347,9,L1128,SH1128,SUP1128
R001129,P12994,2022-06-01,279,33,L1129,SH1129,SUP1129
R001130,P00970,2022-09-13,481,44,L1130,SH1130,SUP1130
R001131,P30056,2023-07-07,265,9,L1131,SH1131,SUP1131
R001132,P00809,2022-03-22,625,9,L1132,SH1132,SUP1132
R001133,P05003,2022-06-18,634,2,L1133,SH1133,SUP1133
R001134,P34830,2023-06-30,445,2,L1134,SH1134,SUP1134
R001135,P32800,2023-11-21,726,12,L1135,SH1135,SUP1135
R001136,P00479,2022-10-14,267,12,L1136,SH1136,SUP1136
R001137,P33269,2022-11-27,350,16,L1137,SH1137,SUP1137
R001138,P16088,2023-05-19,751,26,L1138,SH1138,SUP1138
R001139,P00325,2022-08-19,254,27,L1139,SH1139,SUP1139
R001140,P00753,2022-09-02,469,9,L1140,SH1140,SUP1140
R001141,P09354,2023-03-25,932,12,L1141,SH1141,SUP1141
R001142,P34842,2022-12-24,949,43,L1142,SH1142,SUP1142
R001143,P32841,2023-04-23,846,50,L1143,SH1143,SUP1143
R001144,P04319,2022-06-10,954,44,L1144,SH1144,SUP1144
R001145,P22430,2022-05-08,356,25,L1145,SH1145,SUP1145
R001146,P05064,2023-05-09,23,5,L1146,SH1146,SUP1146
R001147,P07287,2023-03-15,176,44,L1147,SH1147,SUP1147
R001148,P19617,2023-10-27,43,0,L1148,SH1148,SUP1148
R001149,P18211,2023-04-12,313,1,L1149,SH1149,SUP1149
R001150,P10361,2022-03-21,677,12,L1150,SH1150,SUP1150
R001151,P00578,2023-03-05,991,6,L1151,SH1151,SUP1151
R001152,P12269,2023-08-08,470,30,L1152,SH1152,SUP1152
R001153,P28020,2023-11-20,470,37,L1153,SH1153,SUP1153
R001154,P00876,2023-01-26,679,48,L1154,SH1154,SUP1154
R001155,P07327,2023-06-08,385,11,L1155,SH1155,SUP1155
R001156,P33622,2023-01-28,222,38,L1156,SH1156,SUP1156
R001157,P29977,2023-03-27,484,31,L1157,SH1157,SUP1157
R001158,P32901,2023-08-25,576,22,L1158,SH1158,SUP1158
R001159,P24522,2022-07-25,33,39,L1159,SH1159,SUP1159
R001160,P07542,2023-08-04,76,31,L1160,SH1160,SUP1160
R001161,P28277,2023-03-06,318,18,L1161,SH1161,SUP1161
R001162,P16673,2022-10-20,594,47,L1162,SH1162,SUP1162
R001163,P32128,2023-05-19,988,7,L1163,SH1163,SUP1163
R001164,P26081,2023-09-19,57,19,L1164,SH1164,SUP1164
R001165,P20247,2022-08-15,407,27,L1165,SH1165,SUP1165
R001166,P08345,2022-02-24,970,9,L1166,SH1166,SUP1166
R001167,P10528,2023-02-13,464,34,L1167,SH1167,SUP1167
R001168,P34127,2022-11-03,945,13,L1168,SH1168,SUP1168
R001169,P18654,2022-05-17,161,19,L1169,SH1169,SUP1169
R001170,P22685,2022-04-04,191,2,L1170,SH1170,SUP1170
R001171,P29128,2022-04-01,626,18,L1171,SH1171,SUP1171
R001172,P19974,2023-07-12,272,49,L1172,SH1172,SUP1172
R001173,P01257,2023-12-28,854,17,L1173,SH1173,SUP1173
R001174,P22696,2022-08-02,340,38,L1174,SH1174,SUP1174
R001175,P11621,2022-09-17,741,21,L1175,SH1175,SUP1175
R001176,P31613,2022-05-04,560,12,L1176,SH1176,SUP1176
R001177,P19910,2022-04-13,535,38,L1177,SH1177,SUP1177
R001178,P15500,2022-03-20,606,15,L1178,SH1178,SUP1178
R001179,P25224,2023-12-30,641,35,L1179,SH1179,SUP1179
R001180,P28640,2023-11-13,689,40,L1180,SH1180,SUP1180
R001181,P14323,2022-01-27,748,10,L1181,SH1181,SUP1181
R001182,P32150,2022-09-01,145,35,L1182,SH1182,SUP1182
R001183,P32502,2023-03-23,44,50,L1183,SH1183,SUP1183
R001184,P05057,2022-05-21,487,42,L1184,SH1184,SUP1184
R001185,P19105,2022-10-29,288,48,L1185,SH1185,SUP1185
R001186,P30045,2023-09-21,778,31,L1186,SH1186,SUP1186
R001187,P00573,2023-07-19,125,45,L1187,SH1187,SUP1187
R001188,P33128,2023-11-10,199,50,L1188,SH1188,SUP1188
R001189,P20247,2023-06-26,325,10,L1189,SH1189,SUP1189
R001190,P13109,2023-03-31,471,20,L1190,SH1190,SUP1190
R001191,P29534,2023-07-18,648,6,L1191,SH1191,SUP1191
R001192,P13791,2022-04-02,396,25,L1192,SH1192,SUP1192
R001193,P05463,2022-11-12,841,21,L1193,SH1193,SUP1193
R001194,P13677,2024-01-05,642,36,L1194,SH1194,SUP1194
R001195,P14722,2023-10-19,656,11,L1195,SH1195,SUP1195
R001196,P26115,2022-11-19,885,10,L1196,SH1196,SUP1196
R001197,P28794,2022-07-21,47,12,L1197,SH1197,SUP1197
R001198,P33535,2023-07-09,394,4,L1198,SH1198,SUP1198
R001199,P04289,2023-09-02,920,10,L1199,SH1199,SUP1199
R001200,P04810,2023-08-10,644,26,L1200,SH1200,SUP1200
R001201,P21700,2022-02-19,861,32,L1201,SH1201,SUP1201
R001202,P22255,2022-07-06,512,5,L1202,SH1202,SUP1202
R001203,P05760,2024-01-06,686,14,L1203,SH1203,SUP1203
R001204,P00708,2022-12-17,787,16,L1204,SH1204,SUP1204
R001205,P28396,2024-01-09,279,47,L1205,SH1205,SUP1205
R001206,P32396,2022-02-04,632,11,L1206,SH1206,SUP1206
R001207,P09944,2023-12-24,482,9,L1207,SH1207,SUP1207
R001208,P28686,2023-01-03,100,32,L1208,SH1208,SUP1208
R001209,P03870,2022-09-05,219,5,L1209,SH1209,SUP1209
R001210,P27697,2022-07-02,282,50,L1210,SH1210,SUP1210
R001211,P33567,2022-02-02,297,8,L1211,SH1211,SUP1211
R001212,P07780,2023-11-18,804,0,L1212,SH1212,SUP1212
R001213,P28963,2023-04-29,238,7,L1213,SH1213,SUP1213
R001214,P33194,2022-04-13,529,13,L1214,SH1214,SUP1214
R001215,P33513,2023-12-29,307,22,L1215,SH1215,SUP1215
R001216,P14756,2023-09-18,859,48,L1216,SH1216,SUP1216
R001217,P03562,2022-07-26,628,35,L1217,SH1217,SUP1217
R001218,P14545,2023-01-06,220,19,L1218,SH1218,SUP1218
R001219,P24225,2023-07-15,31,42,L1219,SH1219,SUP1219
R001220,P04616,2023-08-31,68,44,L1220,SH1220,SUP1220
R001221,P14593,2022-02-22,693,23,L1221,SH1221,SUP1221
R001222,P08441,2023-11-17,390,28,L1222,SH1222,SUP1222
R001223,P22350,2023-07-10,860,4,L1223,SH1223,SUP1223
R001224,P06009,2023-04-02,295,2,L1224,SH1224,SUP1224
R001225,P30213,2022-09-21,282,38,L1225,SH1225,SUP1225
R001226,P27890,2022-12-21,272,8,L1226,SH1226,SUP1226
R001227,P26540,2023-03-20,862,26,L1227,SH1227,SUP1227
R001228,P22166,2022-05-03,67,18,L1228,SH1228,SUP1228
R001229,P24663,2023-05-05,634,6,L1229,SH1229,SUP1229
R001230,P16982,2023-07-22,979,33,L1230,SH1230,SUP1230
R001231,P18584,2022-11-20,940,27,L1231,SH1231,SUP1231
R001232,P12278,2022-11-10,100,15,L1232,SH1232,SUP1232
R001233,P12869,2023-12-20,15,24,L1233,SH1233,SUP1233
R001234,P26830,2023-03-06,657,33,L1234,SH1234,SUP1234
R001235,P28754,2023-09-13,872,23,L1235,SH1235,SUP1235
R001236,P32174,2023-01-26,96,43,L1236,SH1236,SUP1236
R001237,P20760,2023-12-30,222,18,L1237,SH1237,SUP1237
R001238,P29817,2022-05-16,738,48,L1238,SH1238,SUP1238
R001239,P15502,2023-09-28,39,7,L1239,SH1239,SUP1239
R001240,P27767,2022-02-08,610,49,L1240,SH1240,SUP1240
R001241,P13416,2023-02-04,624,6,L1241,SH1241,SUP1241
R001242,P13603,2023-07-26,273,15,L1242,SH1242,SUP1242
R001243,P11738,2023-02-18,815,16,L1243,SH1243,SUP1243
R001244,P29855,2023-06-09,782,15,L1244,SH1244,SUP1244
R001245,P04306,2022-02-02,337,41,L1245,SH1245,SUP1245
R001246,P21480,2022-08-31,622,1,L1246,SH1246,SUP1246
R001247,P32021,2023-08-23,871,9,L1247,SH1247,SUP1247
R001248,P09444,2022-08-01,579,6,L1248,SH1248,SUP1248
R001249,P26251,2022-11-18,483,6,L1249,SH1249,SUP1249
R001250,P31647,2022-02-24,784,43,L1250,SH1250,SUP1250
R001251,P08840,2022-08-04,166,3,L1251,SH1251,SUP1251
R001252,P00796,2022-03-05,437,31,L1252,SH1252,SUP1252
R001253,P29085,2022-08-13,105,25,L1253,SH1253,SUP1253
R001254,P19874,2023-04-12,682,6,L1254,SH1254,SUP1254
R001255,P28492,2023-09-04,624,38,L1255,SH1255,SUP1255
R001256,P24646,2023-12-08,798,46,L1256,SH1256,SUP1256
R001257,P12492,2023-01-22,767,10,L1257,SH1257,SUP1257
R001258,P33132,2022-05-21,299,18,L1258,SH1258,SUP1258
R001259,P12828,2022-12-28,387,39,L1259,SH1259,SUP1259
R001260,P11137,2023-12-02,533,38,L1260,SH1260,SUP1260
R001261,P20428,2022-10-10,739,21,L1261,SH1261,SUP1261
R001262,P22617,2023-11-29,765,11,L1262,SH1262,SUP1262
R001263,P08740,2023-04-25,264,25,L1263,SH1263,SUP1263
R001264,P14066,2023-08-11,464,5,L1264,SH1264,SUP1264
R001265,P31770,2022-07-31,469,5,L1265,SH1265,SUP1265
R001266,P14090,2023-10-09,217,6,L1266,SH1266,SUP1266
R001267,P24645,2023-09-14,205,32,L1267,SH1267,SUP1267
R001268,P02136,2023-05-12,924,48,L1268,SH1268,SUP1268
R001269,P21615,2023-07-01,590,50,L1269,SH1269,SUP1269
R001270,P25359,2022-10-23,174,34,L1270,SH1270,SUP1270
R001271,P22593,2023-01-24,104,12,L1271,SH1271,SUP1271
R001272,P18604,2022-06-03,693,15,L1272,SH1272,SUP1272
R001273,P19473,2023-08-03,469,27,L1273,SH1273,SUP1273
R001274,P31388,2023-10-18,754,7,L1274,SH1274,SUP1274
R001275,P29241,2022-07-14,568,45,L1275,SH1275,SUP1275
R001276,P08016,2022-05-05,318,40,L1276,SH1276,SUP1276
R001277,P33157,2023-01-06,717,25,L1277,SH1277,SUP1277
R001278,P13923,2022-03-01,744,30,L1278,SH1278,SUP1278
R001279,P10285,2022-07-06,612,42,L1279,SH1279,SUP1279
R001280,P07884,2023-08-28,956,45,L1280,SH1280,SUP1280
R001281,P07487,2023-04-25,247,50,L1281,SH1281,SUP1281
R001282,P11409,2022-08-10,548,8,L1282,SH1282,SUP1282
R001283,P29876,2022-09-19,362,2,L1283,SH1283,SUP1283
R001284,P16074,2023-11-29,15,11,L1284,SH1284,SUP1284
R001285,P06126,2023-11-01,600,6,L1285,SH1285,SUP1285
R001286,P32357,2023-05-13,888,20,L1286,SH1286,SUP1286
R001287,P30033,2022-09-28,444,47,L1287,SH1287,SUP1287
R001288,P22659,2022-02-17,362,18,L1288,SH1288,SUP1288
R001289,P14555,2023-04-23,193,15,L1289,SH1289,SUP1289
R001290,P24943,2023-09-30,511,41,L1290,SH1290,SUP1290
R001291,P14851,2023-02-16,48,8,L1291,SH1291,SUP1291
R001292,P02497,2023-04-17,307,27,L1292,SH1292,SUP1292
R001293,P08938,2023-03-06,263,37,L1293,SH1293,SUP1293
R001294,P11794,2022-11-07,961,0,L1294,SH1294,SUP1294
R001295,P29449,2023-02-05,470,49,L1295,SH1295,SUP1295
R001296,P13790,2022-07-13,961,31,L1296,SH1296,SUP1296
R001297,P10693,2023-08-20,24,36,L1297,SH1297,SUP1297
R001298,P06423,2022-04-26,795,21,L1298,SH1298,SUP1298
R001299,P08387,2023-03-13,37,44,L1299,SH1299,SUP1299
R001300,P27121,2022-09-28,67,12,L1300,SH1300,SUP1300
R001301,P02191,2022-12-19,942,46,L1301,SH1301,SUP1301
R001302,P24282,2022-10-17,75,11,L1302,SH1302,SUP1302
R001303,P09238,2023-11-10,478,34,L1303,SH1303,SUP1303
R001304,P28884,2023-07-19,581,9,L1304,SH1304,SUP1304
R001305,P19954,2022-08-04,458,0,L1305,SH1305,SUP1305
R001306,P21363,2022-12-10,276,13,L1306,SH1306,SUP1306
R001307,P11631,2023-07-24,239,41,L1307,SH1307,SUP1307
R001308,P27718,2022-06-07,770,1,L1308,SH1308,SUP1308
R001309,P19081,2022-08-06,34,40,L1309,SH1309,SUP1309
R001310,P25436,2023-09-26,84,25,L1310,SH1310,SUP1310
R001311,P30798,2023-01-29,463,15,L1311,SH1311,SUP1311
R001312,P05342,2023-03-30,913,35,L1312,SH1312,SUP1312
R001313,P27770,2022-12-14,72,50,L1313,SH1313,SUP1313
R001314,P22408,2023-08-29,43,2,L1314,SH1314,SUP1314
R001315,P29962,2022-10-23,523,31,L1315,SH1315,SUP1315
R001316,P23874,2023-03-28,212,31,L1316,SH1316,SUP1316
R001317,P09887,2023-02-26,213,39,L1317,SH1317,SUP1317
R001318,P19206,2022-09-20,911,28,L1318,SH1318,SUP1318
R001319,P22796,2023-02-12,745,16,L1319,SH1319,SUP1319
R001320,P09787,2022-03-22,726,3,L1320,SH1320,SUP1320
R001321,P18227,2023-09-23,812,3,L1321,SH1321,SUP1321
R001322,P16673,2023-11-07,140,32,L1322,SH1322,SUP1322
R001323,P01570,2022-11-03,801,40,L1323,SH1323,SUP1323
R001324,P04591,2023-05-08,97,5,L1324,SH1324,SUP1324
R001325,P23164,2023-10-11,444,26,L1325,SH1325,SUP1325
R001326,P02528,2023-12-01,515,9,L1326,SH1326,SUP1326
R001327,P28039,2023-11-14,273,14,L1327,SH1327,SUP1327
R001328,P25997,2022-05-22,228,41,L1328,SH1328,SUP1328
R001329,P16842,2024-01-01,805,24,L1329,SH1329,SUP1329
R001330,P28746,2023-04-02,105,5,L1330,SH1330,SUP1330
R001331,P04721,2023-07-06,916,35,L1331,SH1331,SUP1331
R001332,P24056,2022-08-22,779,1,L1332,SH1332,SUP1332
R001333,P17544,2022-02-27,291,7,L1333,SH1333,SUP1333
R001334,P32319,2022-07-28,302,29,L1334,SH1334,SUP1334
R001335,P01662,2023-04-26,363,24,L1335,SH1335,SUP1335
R001336,P32269,2023-02-26,601,50,L1336,SH1336,SUP1336
R001337,P01044,2022-06-12,822,25,L1337,SH1337,SUP1337
R001338,P20074,2023-10-06,327,4,L1338,SH1338,SUP1338
R001339,P26703,2023-08-31,346,12,L1339,SH1339,SUP1339
R001340,P13384,2022-03-21,997,35,L1340,SH1340,SUP1340
R001341,P08491,2023-06-13,474,46,L1341,SH1341,SUP1341
R001342,P27192,2022-09-13,814,7,L1342,SH1342,SUP1342
R001343,P09290,2023-05-11,101,43,L1343,SH1343,SUP1343
R001344,P16492,2022-10-23,96,14,L1344,SH1344,SUP1344
R001345,P26797,2024-01-16,21,24,L1345,SH1345,SUP1345
R001346,P00377,2023-10-01,624,22,L1346,SH1346,SUP1346
R001347,P13490,2022-10-08,522,25,L1347,SH1347,SUP1347
R001348,P15221,2022-03-29,209,29,L1348,SH1348,SUP1348
R001349,P23861,2023-08-12,398,43,L1349,SH1349,SUP1349
R001350,P07173,2023-10-10,223,7,L1350,SH1350,SUP1350
R001351,P18330,2023-10-17,290,19,L1351,SH1351,SUP1351
R001352,P12509,2022-12-29,162,18,L1352,SH1352,SUP1352
R001353,P18661,2022-12-02,412,36,L1353,SH1353,SUP1353
R001354,P08297,2022-06-08,373,22,L1354,SH1354,SUP1354
R001355,P26944,2023-01-08,881,47,L1355,SH1355,SUP1355
R001356,P04674,2022-07-12,350,32,L1356,SH1356,SUP1356
R001357,P01350,2022-12-26,665,15,L1357,SH1357,SUP1357
R001358,P13721,2023-08-03,879,11,L1358,SH1358,SUP1358
R001359,P05131,2022-07-28,135,21,L1359,SH1359,SUP1359
R001360,P12058,2022-10-17,552,12,L1360,SH1360,SUP1360
R001361,P01702,2023-12-19,888,33,L1361,SH1361,SUP1361
R001362,P28292,2023-09-17,279,16,L1362,SH1362,SUP1362
R001363,P31367,2024-01-19,387,6,L1363,SH1363,SUP1363
R001364,P04699,2023-09-30,553,24,L1364,SH1364,SUP1364
R001365,P06928,2022-05-28,568,33,L1365,SH1365,SUP1365
R001366,P08641,2023-02-15,349,38,L1366,SH1366,SUP1366
R001367,P19936,2023-11-21,132,4,L1367,SH1367,SUP1367
R001368,P02635,2023-05-02,757,16,L1368,SH1368,SUP1368
R001369,P15022,2022-03-25,455,1,L1369,SH1369,SUP1369
R001370,P02823,2022-12-22,607,44,L1370,SH1370,SUP1370
R001371,P22171,2023-10-30,918,2,L1371,SH1371,SUP1371
R001372,P26609,2022-03-01,608,50,L1372,SH1372,SUP1372
R001373,P11174,2023-02-27,21,16,L1373,SH1373,SUP1373
R001374,P12331,2022-06-19,562,4,L1374,SH1374,SUP1374
R001375,P22538,2022-07-29,749,34,L1375,SH1375,SUP1375
R001376,P27488,2022-09-12,494,33,L1376,SH1376,SUP1376
R001377,P14979,2022-07-28,632,11,L1377,SH1377,SUP1377
R001378,P17188,2023-10-25,487,44,L1378,SH1378,SUP1378
R001379,P25529,2023-03-25,808,1,L1379,SH1379,SUP1379
R001380,P24411,2022-03-06,122,11,L1380,SH1380,SUP1380
R001381,P01416,2022-10-10,275,20,L1381,SH1381,SUP1381
R001382,P23445,2023-06-22,309,50,L1382,SH1382,SUP1382
R001383,P03252,2023-10-24,464,10,L1383,SH1383,SUP1383
R001384,P28899,2022-09-08,353,47,L1384,SH1384,SUP1384
R001385,P00182,2022-10-29,487,50,L1385,SH1385,SUP1385
R001386,P08239,2022-10-03,788,0,L1386,SH1386,SUP1386
R001387,P13544,2023-10-07,448,35,L1387,SH1387,SUP1387
R001388,P18016,2022-08-20,22,15,L1388,SH1388,SUP1388
R001389,P26593,2022-12-12,101,42,L1389,SH1389,SUP1389
R001390,P09585,2022-11-26,85,43,L1390,SH1390,SUP1390
R001391,P05603,2022-07-04,915,0,L1391,SH1391,SUP1391
R001392,P01463,2023-10-18,306,33,L1392,SH1392,SUP1392
R001393,P20408,2023-02-16,739,41,L1393,SH1393,SUP1393
R001394,P22838,2023-08-23,191,19,L1394,SH1394,SUP1394
R001395,P20228,2023-06-20,910,26,L1395,SH1395,SUP1395
R001396,P16943,2022-07-14,906,36,L1396,SH1396,SUP1396
R001397,P29067,2023-01-09,513,7,L1397,SH1397,SUP1397
R001398,P18785,2024-01-09,931,12,L1398,SH1398,SUP1398
R001399,P16629,2023-10-30,228,44,L1399,SH1399,SUP1399
R001400,P23754,2022-08-26,657,48,L1400,SH1400,SUP1400
R001401,P03475,2023-03-19,870,9,L1401,SH1401,SUP1401
R001402,P00092,2023-12-08,694,11,L1402,SH1402,SUP1402
R001403,P18440,2023-04-03,639,29,L1403,SH1403,SUP1403
R001404,P08257,2023-10-30,712,21,L1404,SH1404,SUP1404
R001405,P30379,2023-12-10,692,26,L1405,SH1405,SUP1405
R001406,P17585,2022-08-11,835,16,L1406,SH1406,SUP1406
R001407,P13463,2022-02-23,301,33,L1407,SH1407,SUP1407
R001408,P29406,2022-03-31,41,19,L1408,SH1408,SUP1408
R001409,P24998,2022-03-20,919,47,L1409,SH1409,SUP1409
R001410,P29886,2022-04-24,309,39,L1410,SH1410,SUP1410
R001411,P03503,2022-10-06,114,24,L1411,SH1411,SUP1411
R001412,P14072,2022-07-21,266,22,L1412,SH1412,SUP1412
R001413,P04321,2022-06-18,53,6,L1413,SH1413,SUP1413
R001414,P02896,2023-05-24,568,34,L1414,SH1414,SUP1414
R001415,P02668,2023-01-30,206,49,L1415,SH1415,SUP1415
R001416,P08857,2022-04-01,222,2,L1416,SH1416,SUP1416
R001417,P07226,2023-11-16,867,29,L1417,SH1417,SUP1417
R001418,P18654,2022-06-19,679,14,L1418,SH1418,SUP1418
R001419,P34802,2022-04-03,570,29,L1419,SH1419,SUP1419
R001420,P30870,2023-03-20,603,14,L1420,SH1420,SUP1420
R001421,P03878,2022-05-31,907,17,L1421,SH1421,SUP1421
R001422,P11176,2022-03-19,535,2,L1422,SH1422,SUP1422
R001423,P19770,2023-04-18,141,19,L1423,SH1423,SUP1423
R001424,P22736,2023-08-14,892,22,L1424,SH1424,SUP1424
R001425,P24006,2022-10-10,94,40,L1425,SH1425,SUP1425
R001426,P17271,2023-12-15,557,6,L1426,SH1426,SUP1426
R001427,P18781,2022-04-03,321,29,L1427,SH1427,SUP1427
R001428,P22160,2023-12-07,587,5,L1428,SH1428,SUP1428
R001429,P07524,2022-09-02,215,46,L1429,SH1429,SUP1429
R001430,P20249,2024-01-14,693,13,L1430,SH1430,SUP1430
R001431,P17236,2022-06-13,315,33,L1431,SH1431,SUP1431
R001432,P05829,2023-08-21,9,0,L1432,SH1432,SUP1432
R001433,P12005,2022-08-23,483,10,L1433,SH1433,SUP1433
R001434,P07516,2023-11-11,578,16,L1434,SH1434,SUP1434
R001435,P01299,2023-01-24,701,23,L1435,SH1435,SUP1435
R001436,P09609,2022-06-11,86,30,L1436,SH1436,SUP1436
R001437,P20594,2023-08-24,747,25,L1437,SH1437,SUP1437
R001438,P24915,2023-10-14,985,15,L1438,SH1438,SUP1438
R001439,P24311,2023-09-10,26,36,L1439,SH1439,SUP1439
R001440,P28951,2022-07-17,105,30,L1440,SH1440,SUP1440
R001441,P08111,2022-02-27,284,36,L1441,SH1441,SUP1441
R001442,P03324,2023-05-25,836,26,L1442,SH1442,SUP1442
R001443,P27710,2023-07-06,139,46,L1443,SH1443,SUP1443
R001444,P29413,2024-01-13,399,21,L1444,SH1444,SUP1444
R001445,P30792,2023-08-30,782,32,L1445,SH1445,SUP1445
R001446,P03434,2023-02-16,441,7,L1446,SH1446,SUP1446
R001447,P11843,2023-10-17,114,30,L1447,SH1447,SUP1447
R001448,P23679,2023-01-04,630,6,L1448,SH1448,SUP1448
R001449,P31861,2023-07-14,443,23,L1449,SH1449,SUP1449
R001450,P12859,2022-04-08,505,12,L1450,SH1450,SUP1450
R001451,P11541,2023-06-09,415,50,L1451,SH1451,SUP1451
R001452,P25040,2022-12-07,582,16,L1452,SH1452,SUP1452
R001453,P03239,2023-12-10,725,12,L1453,SH1453,SUP1453
R001454,P15190,2023-11-10,643,38,L1454,SH1454,SUP1454
R001455,P20242,2023-04-16,594,24,L1455,SH1455,SUP1455
R001456,P26002,2022-10-30,781,43,L1456,SH1456,SUP1456
R001457,P05117,2023-12-20,838,43,L1457,SH1457,SUP1457
R001458,P09686,2023-01-15,424,47,L1458,SH1458,SUP1458
R001459,P09413,2022-01-28,654,5,L1459,SH1459,SUP1459
R001460,P31539,2022-10-02,499,6,L1460,SH1460,SUP1460
R001461,P04322,2022-02-10,432,38,L1461,SH1461,SUP1461
R001462,P01379,2022-05-08,931,7,L1462,SH1462,SUP1462
R001463,P34611,2022-04-28,772,49,L1463,SH1463,SUP1463
R001464,P26440,2023-10-11,658,17,L1464,SH1464,SUP1464
R001465,P22122,2023-11-30,810,18,L1465,SH1465,SUP1465
R001466,P06573,2022-12-01,287,38,L1466,SH1466,SUP1466
R001467,P01744,2022-10-27,705,1,L1467,SH1467,SUP1467
R001468,P12552,2023-11-13,513,23,L1468,SH1468,SUP1468
R001469,P11828,2022-12-30,950,27,L1469,SH1469,SUP1469
R001470,P32634,2024-01-22,426,48,L1470,SH1470,SUP1470
R001471,P12699,2022-01-28,578,31,L1471,SH1471,SUP1471
R001472,P18332,2022-05-29,837,18,L1472,SH1472,SUP1472
R001473,P08415,2022-03-08,87,35,L1473,SH1473,SUP1473
R001474,P33189,2022-11-27,174,45,L1474,SH1474,SUP1474
R001475,P00706,2022-08-08,895,9,L1475,SH1475,SUP1475
R001476,P04196,2022-03-16,150,8,L1476,SH1476,SUP1476
R001477,P19389,2022-03-01,279,10,L1477,SH1477,SUP1477
R001478,P19013,2024-01-20,539,14,L1478,SH1478,SUP1478
R001479,P21551,2022-01-29,587,15,L1479,SH1479,SUP1479
R001480,P16197,2022-10-10,479,31,L1480,SH1480,SUP1480
R001481,P21045,2022-08-21,944,20,L1481,SH1481,SUP1481
R001482,P09114,2023-12-22,705,34,L1482,SH1482,SUP1482
R001483,P30167,2023-05-02,565,49,L1483,SH1483,SUP1483
R001484,P00559,2023-05-26,140,40,L1484,SH1484,SUP1484
R001485,P00483,2022-02-24,193,6,L1485,SH1485,SUP1485
R001486,P00633,2023-09-11,385,15,L1486,SH1486,SUP1486
R001487,P30748,2023-01-31,81,16,L1487,SH1487,SUP1487
R001488,P09614,2022-12-13,78,48,L1488,SH1488,SUP1488
R001489,P23006,2024-01-08,857,35,L1489,SH1489,SUP1489
R001490,P34751,2022-09-18,178,6,L1490,SH1490,SUP1490
R001491,P01542,2023-11-19,354,42,L1491,SH1491,SUP1491
R001492,P00360,2023-06-15,89,39,L1492,SH1492,SUP1492
R001493,P14866,2022-08-05,57,4,L1493,SH1493,SUP1493
R001494,P29263,2023-08-26,446,22,L1494,SH1494,SUP1494
R001495,P09251,2023-08-13,155,23,L1495,SH1495,SUP1495
R001496,P04182,2023-04-08,492,40,L1496,SH1496,SUP1496
R001497,P01652,2022-10-22,805,12,L1497,SH1497,SUP1497
R001498,P28362,2023-09-22,932,5,L1498,SH1498,SUP1498
R001499,P08435,2023-12-09,529,8,L1499,SH1499,SUP1499
R001500,P20381,2023-06-20,167,3,L1500,SH1500,SUP1500
R001501,P26700,2022-08-18,835,17,L1501,SH1501,SUP1501
R001502,P10998,2022-08-03,934,32,L1502,SH1502,SUP1502
R001503,P00732,2022-05-26,27,13,L1503,SH1503,SUP1503
R001504,P24101,2023-07-14,656,45,L1504,SH1504,SUP1504
R001505,P10804,2022-06-18,668,8,L1505,SH1505,SUP1505
R001506,P07112,2022-11-11,191,21,L1506,SH1506,SUP1506
R001507,P25188,2023-02-04,86,23,L1507,SH1507,SUP1507
R001508,P02375,2022-04-02,368,34,L1508,SH1508,SUP1508
R001509,P05268,2023-06-28,877,28,L1509,SH1509,SUP1509
R001510,P02111,2022-08-30,311,16,L1510,SH1510,SUP1510
R001511,P03645,2022-08-08,639,37,L1511,SH1511,SUP1511
