record_id,product_id,production_date,quantity_produced,quantity_defective,production_line_id,shift_id,supervisor_id
R029261,P10146,2024-01-22,884,15,L29261,SH29261,SUP29261
R029262,P29671,2023-04-19,936,36,L29262,SH29262,SUP29262
R029263,P29639,2023-08-17,823,38,L29263,SH29263,SUP29263
R029264,P34984,2022-06-24,851,36,L29264,SH29264,SUP29264
R029265,P01015,2022-04-10,760,22,L29265,SH29265,SUP29265
R029266,P34202,2023-03-11,716,19,L29266,SH29266,SUP29266
R029267,P03094,2022-08-28,985,23,L29267,SH29267,SUP29267
R029268,P20258,2023-08-26,744,41,L29268,SH29268,SUP29268
R029269,P13328,2022-07-10,183,47,L29269,SH29269,SUP29269
R029270,P10831,2022-12-31,483,24,L29270,SH29270,SUP29270
R029271,P10582,2022-09-29,446,42,L29271,SH29271,SUP29271
R029272,P17692,2022-06-27,611,43,L29272,SH29272,SUP29272
R029273,P15663,2022-07-03,877,29,L29273,SH29273,SUP29273
R029274,P00809,2022-02-18,871,2,L29274,SH29274,SUP29274
R029275,P10678,2023-08-26,393,39,L29275,SH29275,SUP29275
R029276,P03965,2023-08-10,917,45,L29276,SH29276,SUP29276
R029277,P24573,2022-09-26,392,35,L29277,SH29277,SUP29277
R029278,P28550,2022-03-11,881,27,L29278,SH29278,SUP29278
R029279,P34790,2022-12-26,110,2,L29279,SH29279,SUP29279
R029280,P05384,2022-08-21,231,3,L29280,SH29280,SUP29280
R029281,P03447,2022-06-13,612,8,L29281,SH29281,SUP29281
R029282,P19365,2022-03-02,931,36,L29282,SH29282,SUP29282
R029283,P00099,2023-08-20,616,12,L29283,SH29283,SUP29283
R029284,P05706,2023-01-08,593,14,L29284,SH29284,SUP29284
R029285,P14264,2022-05-25,828,31,L29285,SH29285,SUP29285
R029286,P33831,2023-08-12,530,26,L29286,SH29286,SUP29286
R029287,P13528,2022-09-07,110,32,L29287,SH29287,SUP29287
R029288,P03851,2023-06-26,888,9,L29288,SH29288,SUP29288
R029289,P09498,2023-01-25,807,50,L29289,SH29289,SUP29289
R029290,P10971,2022-02-24,425,43,L29290,SH29290,SUP29290
R029291,P32750,2023-04-29,408,34,L29291,SH29291,SUP29291
R029292,P32880,2023-05-01,307,21,L29292,SH29292,SUP29292
R029293,P07554,2023-04-19,768,46,L29293,SH29293,SUP29293
R029294,P06489,2022-06-01,886,36,L29294,SH29294,SUP29294
R029295,P09096,2022-12-16,167,9,L29295,SH29295,SUP29295
R029296,P14895,2024-01-02,330,20,L29296,SH29296,SUP29296
R029297,P03057,2022-12-04,156,29,L29297,SH29297,SUP29297
R029298,P28635,2023-06-01,2,26,L29298,SH29298,SUP29298
R029299,P23681,2022-04-12,772,22,L29299,SH29299,SUP29299
R029300,P30724,2022-04-21,477,16,L29300,SH29300,SUP29300
R029301,P25075,2022-09-13,516,34,L29301,SH29301,SUP29301
R029302,P17723,2022-11-20,854,47,L29302,SH29302,SUP29302
R029303,P00678,2022-06-02,186,20,L29303,SH29303,SUP29303
R029304,P23653,2023-03-20,584,17,L29304,SH29304,SUP29304
R029305,P31335,2023-07-06,473,32,L29305,SH29305,SUP29305
R029306,P12018,2023-03-05,271,4,L29306,SH29306,SUP29306
R029307,P08648,2022-05-30,125,22,L29307,SH29307,SUP29307
R029308,P20235,2023-12-09,879,24,L29308,SH29308,SUP29308
R029309,P11208,2022-11-02,722,46,L29309,SH29309,SUP29309
R029310,P07435,2022-07-01,808,9,L29310,SH29310,SUP29310
R029311,P08416,2022-12-14,833,38,L29311,SH29311,SUP29311
R029312,P31763,2022-12-31,909,35,L29312,SH29312,SUP29312
R029313,P10600,2022-09-07,734,13,L29313,SH29313,SUP29313
R029314,P10199,2023-05-26,890,5,L29314,SH29314,SUP29314
R029315,P03600,2022-09-25,200,47,L29315,SH29315,SUP29315
R029316,P15913,2022-07-07,826,19,L29316,SH29316,SUP29316
R029317,P18162,2023-12-03,79,27,L29317,SH29317,SUP29317
R029318,P17694,2022-08-20,906,40,L29318,SH29318,SUP29318
R029319,P02159,2023-12-21,282,34,L29319,SH29319,SUP29319
R029320,P07426,2022-07-16,443,49,L29320,SH29320,SUP29320
R029321,P07642,2023-04-24,421,11,L29321,SH29321,SUP29321
R029322,P26510,2022-06-16,557,18,L29322,SH29322,SUP29322
R029323,P22231,2022-09-05,31,24,L29323,SH29323,SUP29323
R029324,P10927,2022-11-26,949,18,L29324,SH29324,SUP29324
R029325,P00564,2022-11-28,633,36,L29325,SH29325,SUP29325
R029326,P26039,2023-09-09,951,29,L29326,SH29326,SUP29326
R029327,P15086,2023-10-12,766,8,L29327,SH29327,SUP29327
R029328,P34251,2023-11-08,856,9,L29328,SH29328,SUP29328
R029329,P18633,2023-05-15,883,37,L29329,SH29329,SUP29329
R029330,P31730,2022-12-23,736,44,L29330,SH29330,SUP29330
R029331,P01742,2022-12-02,464,6,L29331,SH29331,SUP29331
R029332,P33966,2023-04-21,239,41,L29332,SH29332,SUP29332
R029333,P12848,2022-11-18,270,5,L29333,SH29333,SUP29333
R029334,P11401,2023-10-17,918,0,L29334,SH29334,SUP29334
R029335,P10003,2022-03-03,540,39,L29335,SH29335,SUP29335
R029336,P21520,2023-12-07,712,4,L29336,SH29336,SUP29336
R029337,P10093,2023-03-08,703,1,L29337,SH29337,SUP29337
R029338,P18402,2022-08-07,791,46,L29338,SH29338,SUP29338
R029339,P01981,2022-09-23,606,44,L29339,SH29339,SUP29339
R029340,P20268,2022-05-07,789,0,L29340,SH29340,SUP29340
R029341,P18370,2022-12-23,74,31,L29341,SH29341,SUP29341
R029342,P14914,2023-02-26,828,32,L29342,SH29342,SUP29342
R029343,P11041,2022-05-20,305,0,L29343,SH29343,SUP29343
R029344,P15217,2023-02-20,862,42,L29344,SH29344,SUP29344
R029345,P07219,2022-10-14,533,14,L29345,SH29345,SUP29345
R029346,P29298,2022-12-25,664,45,L29346,SH29346,SUP29346
R029347,P29455,2022-12-28,303,2,L29347,SH29347,SUP29347
R029348,P23063,2022-10-11,142,45,L29348,SH29348,SUP29348
R029349,P07936,2022-10-31,219,31,L29349,SH29349,SUP29349
R029350,P12107,2023-03-12,871,24,L29350,SH29350,SUP29350
R029351,P26198,2023-10-31,758,47,L29351,SH29351,SUP29351
R029352,P20366,2022-01-30,415,50,L29352,SH29352,SUP29352
R029353,P26500,2022-11-20,324,3,L29353,SH29353,SUP29353
R029354,P06532,2023-01-07,136,27,L29354,SH29354,SUP29354
R029355,P00323,2022-07-27,164,25,L29355,SH29355,SUP29355
R029356,P10307,2023-10-03,272,2,L29356,SH29356,SUP29356
R029357,P27643,2023-08-06,347,44,L29357,SH29357,SUP29357
R029358,P30724,2023-01-08,238,11,L29358,SH29358,SUP29358
R029359,P28026,2022-10-15,346,15,L29359,SH29359,SUP29359
R029360,P26224,2023-09-03,669,27,L29360,SH29360,SUP29360
R029361,P01484,2023-07-08,832,19,L29361,SH29361,SUP29361
R029362,P12039,2022-11-14,944,28,L29362,SH29362,SUP29362
R029363,P00530,2023-10-21,45,31,L29363,SH29363,SUP29363
R029364,P16385,2023-04-26,654,6,L29364,SH29364,SUP29364
R029365,P34387,2023-09-25,394,28,L29365,SH29365,SUP29365
R029366,P30894,2022-09-23,478,12,L29366,SH29366,SUP29366
R029367,P19895,2022-12-22,867,16,L29367,SH29367,SUP29367
R029368,P22616,2022-05-22,453,43,L29368,SH29368,SUP29368
R029369,P17368,2022-05-07,806,26,L29369,SH29369,SUP29369
R029370,P10290,2023-02-22,865,28,L29370,SH29370,SUP29370
R029371,P06790,2022-05-23,252,45,L29371,SH29371,SUP29371
R029372,P15040,2022-08-16,800,11,L29372,SH29372,SUP29372
R029373,P15147,2022-02-27,726,6,L29373,SH29373,SUP29373
R029374,P18791,2023-01-02,360,46,L29374,SH29374,SUP29374
R029375,P24252,2022-07-22,72,18,L29375,SH29375,SUP29375
R029376,P18193,2022-09-01,667,7,L29376,SH29376,SUP29376
R029377,P03962,2023-10-16,944,43,L29377,SH29377,SUP29377
R029378,P18659,2023-10-06,55,47,L29378,SH29378,SUP29378
R029379,P03956,2023-04-11,610,15,L29379,SH29379,SUP29379
R029380,P23419,2023-04-05,432,33,L29380,SH29380,SUP29380
R029381,P00153,2022-09-19,698,19,L29381,SH29381,SUP29381
R029382,P11627,2022-05-20,151,6,L29382,SH29382,SUP29382
R029383,P28605,2023-12-31,180,17,L29383,SH29383,SUP29383
R029384,P23240,2022-09-13,598,43,L29384,SH29384,SUP29384
R029385,P28182,2023-08-04,301,2,L29385,SH29385,SUP29385
R029386,P30798,2022-08-16,755,0,L29386,SH29386,SUP29386
R029387,P05065,2023-12-11,618,46,L29387,SH29387,SUP29387
R029388,P34230,2022-11-02,565,30,L29388,SH29388,SUP29388
R029389,P15933,2023-10-01,802,2,L29389,SH29389,SUP29389
R029390,P11690,2022-11-16,525,36,L29390,SH29390,SUP29390
R029391,P29808,2023-02-04,692,45,L29391,SH29391,SUP29391
R029392,P12112,2023-04-21,310,43,L29392,SH29392,SUP29392
R029393,P06719,2022-02-26,201,35,L29393,SH29393,SUP29393
R029394,P09142,2023-01-08,439,42,L29394,SH29394,SUP29394
R029395,P21343,2022-02-09,778,2,L29395,SH29395,SUP29395
R029396,P11752,2023-06-21,659,7,L29396,SH29396,SUP29396
R029397,P24143,2023-01-31,873,37,L29397,SH29397,SUP29397
R029398,P23716,2023-09-26,49,26,L29398,SH29398,SUP29398
R029399,P31060,2022-06-25,857,15,L29399,SH29399,SUP29399
R029400,P08912,2023-11-21,125,20,L29400,SH29400,SUP29400
R029401,P29608,2023-11-10,218,35,L29401,SH29401,SUP29401
R029402,P17903,2022-08-18,105,49,L29402,SH29402,SUP29402
R029403,P07432,2022-03-21,349,20,L29403,SH29403,SUP29403
R029404,P31576,2022-07-03,349,31,L29404,SH29404,SUP29404
R029405,P23751,2024-01-03,320,24,L29405,SH29405,SUP29405
R029406,P30173,2022-02-23,367,42,L29406,SH29406,SUP29406
R029407,P10722,2022-12-15,972,0,L29407,SH29407,SUP29407
R029408,P07629,2023-07-12,666,30,L29408,SH29408,SUP29408
R029409,P13827,2022-05-23,260,26,L29409,SH29409,SUP29409
R029410,P31062,2023-12-20,522,32,L29410,SH29410,SUP29410
R029411,P25140,2022-03-11,912,1,L29411,SH29411,SUP29411
R029412,P29543,2023-12-05,933,40,L29412,SH29412,SUP29412
R029413,P22526,2023-12-21,117,4,L29413,SH29413,SUP29413
R029414,P03900,2024-01-01,44,18,L29414,SH29414,SUP29414
R029415,P23761,2022-07-21,169,14,L29415,SH29415,SUP29415
R029416,P18195,2022-01-28,241,33,L29416,SH29416,SUP29416
R029417,P34673,2022-09-13,320,32,L29417,SH29417,SUP29417
R029418,P17004,2022-04-19,814,44,L29418,SH29418,SUP29418
R029419,P05601,2022-02-11,699,10,L29419,SH29419,SUP29419
R029420,P22760,2023-03-18,347,3,L29420,SH29420,SUP29420
R029421,P23832,2024-01-17,577,16,L29421,SH29421,SUP29421
R029422,P27694,2023-10-25,446,17,L29422,SH29422,SUP29422
R029423,P14644,2023-11-20,741,44,L29423,SH29423,SUP29423
R029424,P30205,2022-05-12,25,29,L29424,SH29424,SUP29424
R029425,P15052,2024-01-01,230,35,L29425,SH29425,SUP29425
R029426,P22324,2022-10-13,773,18,L29426,SH29426,SUP29426
R029427,P10554,2023-11-15,417,26,L29427,SH29427,SUP29427
R029428,P05286,2022-07-21,826,17,L29428,SH29428,SUP29428
R029429,P23985,2023-05-05,194,48,L29429,SH29429,SUP29429
R029430,P23157,2022-04-20,437,0,L29430,SH29430,SUP29430
R029431,P23551,2022-12-01,359,22,L29431,SH29431,SUP29431
R029432,P33846,2023-06-02,803,20,L29432,SH29432,SUP29432
R029433,P22269,2022-02-11,565,30,L29433,SH29433,SUP29433
R029434,P31317,2023-06-04,74,14,L29434,SH29434,SUP29434
R029435,P04687,2023-04-28,787,19,L29435,SH29435,SUP29435
R029436,P03013,2023-03-28,90,38,L29436,SH29436,SUP29436
R029437,P27046,2022-10-30,157,24,L29437,SH29437,SUP29437
R029438,P04707,2023-09-20,78,13,L29438,SH29438,SUP29438
R029439,P09518,2022-08-29,135,6,L29439,SH29439,SUP29439
R029440,P01255,2023-12-02,301,19,L29440,SH29440,SUP29440
R029441,P01585,2022-06-18,569,50,L29441,SH29441,SUP29441
R029442,P22675,2022-04-02,548,10,L29442,SH29442,SUP29442
R029443,P24720,2023-12-21,312,13,L29443,SH29443,SUP29443
R029444,P30489,2023-07-24,459,13,L29444,SH29444,SUP29444
R029445,P19562,2023-12-16,885,2,L29445,SH29445,SUP29445
R029446,P32336,2022-03-08,558,32,L29446,SH29446,SUP29446
R029447,P20023,2023-12-01,876,5,L29447,SH29447,SUP29447
R029448,P11396,2023-07-03,591,40,L29448,SH29448,SUP29448
R029449,P33526,2023-10-02,718,1,L29449,SH29449,SUP29449
R029450,P05907,2023-02-20,576,44,L29450,SH29450,SUP29450
R029451,P15694,2023-11-15,394,49,L29451,SH29451,SUP29451
R029452,P22745,2023-12-02,470,41,L29452,SH29452,SUP29452
R029453,P17313,2023-12-07,936,31,L29453,SH29453,SUP29453
R029454,P14731,2023-03-16,420,29,L29454,SH29454,SUP29454
R029455,P00338,2022-02-20,897,4,L29455,SH29455,SUP29455
R029456,P06825,2022-12-05,74,9,L29456,SH29456,SUP29456
R029457,P32220,2023-04-24,254,32,L29457,SH29457,SUP29457
R029458,P24500,2023-06-20,861,22,L29458,SH29458,SUP29458
R029459,P30506,2022-02-04,48,30,L29459,SH29459,SUP29459
R029460,P31360,2023-10-12,471,45,L29460,SH29460,SUP29460
R029461,P04247,2022-02-14,455,49,L29461,SH29461,SUP29461
R029462,P21979,2023-01-10,750,46,L29462,SH29462,SUP29462
R029463,P30802,2023-06-01,426,4,L29463,SH29463,SUP29463
R029464,P01096,2022-07-10,272,12,L29464,SH29464,SUP29464
R029465,P07460,2022-11-30,947,14,L29465,SH29465,SUP29465
R029466,P07315,2022-07-14,252,16,L29466,SH29466,SUP29466
R029467,P08151,2022-11-13,761,2,L29467,SH29467,SUP29467
R029468,P21930,2023-06-21,271,34,L29468,SH29468,SUP29468
R029469,P17332,2022-04-03,335,29,L29469,SH29469,SUP29469
R029470,P24923,2023-09-30,223,4,L29470,SH29470,SUP29470
R029471,P16321,2023-10-17,809,13,L29471,SH29471,SUP29471
R029472,P16757,2023-05-12,609,41,L29472,SH29472,SUP29472
R029473,P04751,2022-08-27,575,23,L29473,SH29473,SUP29473
R029474,P22334,2024-01-24,249,27,L29474,SH29474,SUP29474
R029475,P17254,2022-07-20,886,22,L29475,SH29475,SUP29475
R029476,P20100,2023-04-29,286,11,L29476,SH29476,SUP29476
R029477,P08185,2022-09-18,669,40,L29477,SH29477,SUP29477
R029478,P32264,2022-12-28,591,26,L29478,SH29478,SUP29478
R029479,P06562,2022-03-13,442,14,L29479,SH29479,SUP29479
R029480,P21365,2022-02-03,166,20,L29480,SH29480,SUP29480
R029481,P02132,2023-02-14,865,18,L29481,SH29481,SUP29481
R029482,P26441,2022-07-13,102,26,L29482,SH29482,SUP29482
R029483,P13251,2022-04-06,907,24,L29483,SH29483,SUP29483
R029484,P11933,2024-01-24,220,35,L29484,SH29484,SUP29484
R029485,P31696,2023-03-04,997,46,L29485,SH29485,SUP29485
R029486,P15195,2023-03-07,778,6,L29486,SH29486,SUP29486
R029487,P03395,2023-12-06,379,6,L29487,SH29487,SUP29487
R029488,P31892,2023-08-31,938,24,L29488,SH29488,SUP29488
R029489,P12623,2022-12-22,306,27,L29489,SH29489,SUP29489
R029490,P34282,2022-08-27,109,11,L29490,SH29490,SUP29490
R029491,P31608,2022-04-30,843,3,L29491,SH29491,SUP29491
R029492,P10292,2023-02-24,782,0,L29492,SH29492,SUP29492
R029493,P11465,2023-12-19,654,42,L29493,SH29493,SUP29493
R029494,P11443,2023-03-29,38,37,L29494,SH29494,SUP29494
R029495,P30914,2022-08-07,204,12,L29495,SH29495,SUP29495
R029496,P31071,2023-05-30,1000,12,L29496,SH29496,SUP29496
R029497,P14275,2022-12-04,887,8,L29497,SH29497,SUP29497
R029498,P32760,2023-01-05,443,6,L29498,SH29498,SUP29498
R029499,P14534,2023-07-02,238,16,L29499,SH29499,SUP29499
R029500,P25478,2022-07-10,408,49,L29500,SH29500,SUP29500
R029501,P03241,2023-07-19,475,36,L29501,SH29501,SUP29501
R029502,P24758,2022-05-26,877,19,L29502,SH29502,SUP29502
R029503,P22689,2022-12-02,168,28,L29503,SH29503,SUP29503
R029504,P02325,2022-05-15,277,47,L29504,SH29504,SUP29504
R029505,P08660,2022-05-03,535,28,L29505,SH29505,SUP29505
R029506,P29277,2022-02-20,16,48,L29506,SH29506,SUP29506
R029507,P05718,2023-11-14,736,27,L29507,SH29507,SUP29507
R029508,P18623,2022-03-08,498,44,L29508,SH29508,SUP29508
R029509,P01330,2022-04-06,710,23,L29509,SH29509,SUP29509
R029510,P13551,2023-12-15,704,18,L29510,SH29510,SUP29510
R029511,P23647,2023-08-17,208,48,L29511,SH29511,SUP29511
R029512,P31913,2023-01-02,561,9,L29512,SH29512,SUP29512
R029513,P20210,2022-02-02,227,33,L29513,SH29513,SUP29513
R029514,P28179,2022-04-16,978,16,L29514,SH29514,SUP29514
R029515,P24933,2023-11-17,429,34,L29515,SH29515,SUP29515
R029516,P31372,2023-07-24,566,20,L29516,SH29516,SUP29516
R029517,P30944,2023-01-16,738,0,L29517,SH29517,SUP29517
R029518,P29295,2022-10-23,49,24,L29518,SH29518,SUP29518
R029519,P17008,2023-04-03,390,40,L29519,SH29519,SUP29519
R029520,P00756,2023-01-11,532,16,L29520,SH29520,SUP29520
R029521,P31981,2022-12-17,343,23,L29521,SH29521,SUP29521
R029522,P05169,2022-02-04,387,16,L29522,SH29522,SUP29522
R029523,P18969,2022-10-17,976,2,L29523,SH29523,SUP29523
R029524,P21826,2023-11-06,141,16,L29524,SH29524,SUP29524
R029525,P33534,2023-07-08,530,50,L29525,SH29525,SUP29525
R029526,P32163,2022-06-06,696,37,L29526,SH29526,SUP29526
R029527,P01566,2023-07-05,12,35,L29527,SH29527,SUP29527
R029528,P08411,2022-02-15,919,14,L29528,SH29528,SUP29528
R029529,P20230,2023-05-23,979,3,L29529,SH29529,SUP29529
R029530,P05193,2022-10-13,603,39,L29530,SH29530,SUP29530
R029531,P30901,2022-11-09,985,49,L29531,SH29531,SUP29531
R029532,P28871,2023-03-25,758,32,L29532,SH29532,SUP29532
R029533,P02478,2022-12-07,654,10,L29533,SH29533,SUP29533
R029534,P14086,2023-02-09,264,10,L29534,SH29534,SUP29534
R029535,P16887,2022-05-02,557,0,L29535,SH29535,SUP29535
R029536,P13470,2023-08-04,227,19,L29536,SH29536,SUP29536
R029537,P21281,2023-03-08,190,16,L29537,SH29537,SUP29537
R029538,P09019,2023-09-29,309,26,L29538,SH29538,SUP29538
R029539,P14563,2024-01-22,692,10,L29539,SH29539,SUP29539
R029540,P25575,2023-10-30,292,21,L29540,SH29540,SUP29540
R029541,P28830,2023-06-06,852,30,L29541,SH29541,SUP29541
R029542,P23083,2023-07-20,664,10,L29542,SH29542,SUP29542
R029543,P09853,2023-01-27,968,13,L29543,SH29543,SUP29543
R029544,P08888,2023-11-14,3,33,L29544,SH29544,SUP29544
R029545,P01665,2023-02-10,299,15,L29545,SH29545,SUP29545
R029546,P13979,2023-03-29,249,43,L29546,SH29546,SUP29546
R029547,P13286,2023-10-26,265,28,L29547,SH29547,SUP29547
R029548,P33819,2022-02-02,766,29,L29548,SH29548,SUP29548
R029549,P26079,2022-04-20,275,33,L29549,SH29549,SUP29549
R029550,P06139,2022-10-05,674,45,L29550,SH29550,SUP29550
R029551,P22701,2022-07-17,26,3,L29551,SH29551,SUP29551
R029552,P15671,2022-08-19,253,44,L29552,SH29552,SUP29552
R029553,P34728,2023-08-04,373,45,L29553,SH29553,SUP29553
R029554,P19980,2022-08-15,769,32,L29554,SH29554,SUP29554
R029555,P06798,2023-06-22,338,31,L29555,SH29555,SUP29555
R029556,P22347,2022-06-10,92,26,L29556,SH29556,SUP29556
R029557,P20944,2022-09-22,205,37,L29557,SH29557,SUP29557
R029558,P19526,2023-01-05,615,19,L29558,SH29558,SUP29558
R029559,P22271,2022-06-02,913,44,L29559,SH29559,SUP29559
R029560,P23682,2023-04-18,287,36,L29560,SH29560,SUP29560
R029561,P04685,2022-06-16,775,3,L29561,SH29561,SUP29561
R029562,P07879,2023-08-22,219,33,L29562,SH29562,SUP29562
R029563,P20250,2022-12-06,606,34,L29563,SH29563,SUP29563
R029564,P23596,2023-07-18,625,28,L29564,SH29564,SUP29564
R029565,P32405,2023-12-21,653,20,L29565,SH29565,SUP29565
R029566,P06333,2022-10-20,816,30,L29566,SH29566,SUP29566
R029567,P08557,2022-02-04,137,43,L29567,SH29567,SUP29567
R029568,P05787,2022-12-18,81,30,L29568,SH29568,SUP29568
R029569,P04806,2023-08-25,231,13,L29569,SH29569,SUP29569
R029570,P19175,2023-07-24,18,11,L29570,SH29570,SUP29570
R029571,P33131,2023-08-01,62,3,L29571,SH29571,SUP29571
R029572,P13885,2022-02-02,723,23,L29572,SH29572,SUP29572
R029573,P33560,2023-07-13,670,18,L29573,SH29573,SUP29573
R029574,P14957,2023-11-14,561,6,L29574,SH29574,SUP29574
R029575,P32556,2022-10-09,330,44,L29575,SH29575,SUP29575
R029576,P29386,2023-09-21,864,21,L29576,SH29576,SUP29576
R029577,P17508,2023-05-20,117,41,L29577,SH29577,SUP29577
R029578,P23354,2022-06-01,495,30,L29578,SH29578,SUP29578
R029579,P15181,2023-05-26,475,20,L29579,SH29579,SUP29579
R029580,P02025,2023-08-24,574,16,L29580,SH29580,SUP29580
R029581,P05388,2023-07-30,66,17,L29581,SH29581,SUP29581
R029582,P20119,2022-01-26,403,31,L29582,SH29582,SUP29582
R029583,P09741,2022-01-27,680,1,L29583,SH29583,SUP29583
R029584,P30542,2023-08-28,697,20,L29584,SH29584,SUP29584
R029585,P00514,2022-09-04,211,42,L29585,SH29585,SUP29585
R029586,P30696,2022-06-17,865,15,L29586,SH29586,SUP29586
R029587,P30708,2023-07-17,741,47,L29587,SH29587,SUP29587
R029588,P24661,2023-02-06,537,41,L29588,SH29588,SUP29588
R029589,P22209,2022-06-20,661,3,L29589,SH29589,SUP29589
R029590,P05380,2023-08-12,379,34,L29590,SH29590,SUP29590
R029591,P22488,2023-10-10,685,44,L29591,SH29591,SUP29591
R029592,P34175,2023-11-10,799,47,L29592,SH29592,SUP29592
R029593,P13344,2024-01-09,841,23,L29593,SH29593,SUP29593
R029594,P26699,2022-05-24,159,45,L29594,SH29594,SUP29594
R029595,P31944,2022-11-24,268,29,L29595,SH29595,SUP29595
R029596,P08417,2022-03-24,544,36,L29596,SH29596,SUP29596
R029597,P03348,2022-10-12,801,14,L29597,SH29597,SUP29597
R029598,P07553,2022-04-04,427,15,L29598,SH29598,SUP29598
R029599,P10948,2022-04-22,812,23,L29599,SH29599,SUP29599
R029600,P29920,2023-01-25,924,42,L29600,SH29600,SUP29600
R029601,P23179,2022-07-05,920,45,L29601,SH29601,SUP29601
R029602,P34716,2022-06-05,617,50,L29602,SH29602,SUP29602
R029603,P26568,2023-04-06,541,16,L29603,SH29603,SUP29603
R029604,P08175,2023-07-19,370,13,L29604,SH29604,SUP29604
R029605,P19110,2023-10-31,43,40,L29605,SH29605,SUP29605
R029606,P22089,2023-02-19,462,34,L29606,SH29606,SUP29606
R029607,P19127,2023-12-01,264,7,L29607,SH29607,SUP29607
R029608,P21370,2023-08-12,852,46,L29608,SH29608,SUP29608
R029609,P33555,2022-02-05,547,22,L29609,SH29609,SUP29609
R029610,P33732,2022-08-07,276,44,L29610,SH29610,SUP29610
R029611,P20294,2023-03-27,754,28,L29611,SH29611,SUP29611
R029612,P10701,2023-03-11,285,19,L29612,SH29612,SUP29612
R029613,P18414,2022-08-10,335,50,L29613,SH29613,SUP29613
R029614,P13177,2023-08-24,127,6,L29614,SH29614,SUP29614
R029615,P31653,2022-09-11,47,30,L29615,SH29615,SUP29615
R029616,P34261,2022-05-16,929,26,L29616,SH29616,SUP29616
R029617,P15951,2023-01-10,515,17,L29617,SH29617,SUP29617
R029618,P18946,2022-01-28,103,49,L29618,SH29618,SUP29618
R029619,P17505,2022-02-27,339,30,L29619,SH29619,SUP29619
R029620,P14904,2023-03-09,408,0,L29620,SH29620,SUP29620
R029621,P10047,2022-02-28,115,17,L29621,SH29621,SUP29621
R029622,P16092,2022-07-08,116,9,L29622,SH29622,SUP29622
R029623,P20594,2022-03-21,387,21,L29623,SH29623,SUP29623
R029624,P10784,2023-01-16,810,0,L29624,SH29624,SUP29624
R029625,P01079,2023-09-04,232,50,L29625,SH29625,SUP29625
R029626,P22079,2022-10-31,957,34,L29626,SH29626,SUP29626
R029627,P34911,2023-03-31,796,2,L29627,SH29627,SUP29627
R029628,P01691,2022-09-06,876,13,L29628,SH29628,SUP29628
R029629,P26592,2023-03-20,869,17,L29629,SH29629,SUP29629
R029630,P05454,2022-10-04,19,37,L29630,SH29630,SUP29630
R029631,P11933,2022-05-07,494,46,L29631,SH29631,SUP29631
R029632,P18940,2024-01-25,808,0,L29632,SH29632,SUP29632
R029633,P11331,2022-12-13,183,47,L29633,SH29633,SUP29633
R029634,P18516,2023-05-15,255,2,L29634,SH29634,SUP29634
R029635,P32454,2023-04-29,103,30,L29635,SH29635,SUP29635
R029636,P19701,2022-07-26,395,33,L29636,SH29636,SUP29636
R029637,P16106,2023-08-22,213,14,L29637,SH29637,SUP29637
R029638,P04506,2022-04-21,939,24,L29638,SH29638,SUP29638
R029639,P09133,2022-02-05,723,0,L29639,SH29639,SUP29639
R029640,P28782,2022-11-18,778,33,L29640,SH29640,SUP29640
R029641,P07854,2023-12-05,5,8,L29641,SH29641,SUP29641
R029642,P27669,2022-03-12,33,24,L29642,SH29642,SUP29642
R029643,P07635,2023-08-12,226,3,L29643,SH29643,SUP29643
R029644,P06898,2022-02-04,37,47,L29644,SH29644,SUP29644
R029645,P33210,2022-01-26,500,3,L29645,SH29645,SUP29645
R029646,P33224,2022-07-22,376,11,L29646,SH29646,SUP29646
R029647,P24117,2023-04-09,540,4,L29647,SH29647,SUP29647
R029648,P06929,2022-07-04,102,4,L29648,SH29648,SUP29648
R029649,P02919,2023-08-18,671,18,L29649,SH29649,SUP29649
R029650,P10517,2024-01-14,688,46,L29650,SH29650,SUP29650
R029651,P22018,2024-01-02,667,29,L29651,SH29651,SUP29651
R029652,P11156,2022-02-08,553,20,L29652,SH29652,SUP29652
R029653,P12777,2023-01-02,692,32,L29653,SH29653,SUP29653
R029654,P08197,2023-02-06,47,50,L29654,SH29654,SUP29654
R029655,P22740,2024-01-16,615,10,L29655,SH29655,SUP29655
R029656,P05415,2024-01-07,754,22,L29656,SH29656,SUP29656
R029657,P07939,2023-07-18,239,20,L29657,SH29657,SUP29657
R029658,P03914,2023-02-05,396,22,L29658,SH29658,SUP29658
R029659,P07398,2023-06-03,312,35,L29659,SH29659,SUP29659
R029660,P22142,2022-05-01,722,4,L29660,SH29660,SUP29660
R029661,P21104,2022-06-05,216,12,L29661,SH29661,SUP29661
R029662,P12625,2022-10-13,678,2,L29662,SH29662,SUP29662
R029663,P02787,2023-01-15,856,19,L29663,SH29663,SUP29663
R029664,P10962,2022-11-02,559,0,L29664,SH29664,SUP29664
R029665,P20700,2022-04-07,727,26,L29665,SH29665,SUP29665
R029666,P34325,2022-03-28,823,16,L29666,SH29666,SUP29666
R029667,P27970,2022-12-15,858,7,L29667,SH29667,SUP29667
R029668,P33056,2024-01-20,23,9,L29668,SH29668,SUP29668
R029669,P32082,2022-12-02,891,18,L29669,SH29669,SUP29669
R029670,P20873,2023-06-22,30,16,L29670,SH29670,SUP29670
