sales_id,product_id,sale_date,quantity_sold,sale_price_per_unit,customer_id,sales_region_id,salesperson_id
S033269,P08688,2022-05-19,104,965.95,C33269,R33269,SP33269
S033270,P23306,2023-03-10,447,605.76,C33270,R33270,SP33270
S033271,P13237,2022-12-01,95,535.7,C33271,R33271,SP33271
S033272,P16822,2023-12-25,74,876.57,C33272,R33272,SP33272
S033273,P31596,2023-04-11,127,871.52,C33273,R33273,SP33273
S033274,P19790,2022-05-12,326,964.37,C33274,R33274,SP33274
S033275,P00539,2023-05-01,132,849.01,C33275,R33275,SP33275
S033276,P31384,2022-05-17,68,863.25,C33276,R33276,SP33276
S033277,P07120,2022-04-15,368,968.04,C33277,R33277,SP33277
S033278,P34262,2023-12-02,237,512.28,C33278,R33278,SP33278
S033279,P24652,2023-07-03,1,557.77,C33279,R33279,SP33279
S033280,P01373,2023-03-08,478,995.95,C33280,R33280,SP33280
S033281,P33580,2022-11-21,341,843.63,C33281,R33281,SP33281
S033282,P10357,2022-06-28,402,657.99,C33282,R33282,SP33282
S033283,P23226,2022-02-22,321,567.83,C33283,R33283,SP33283
S033284,P25346,2022-03-24,344,842.76,C33284,R33284,SP33284
S033285,P13260,2022-11-13,293,894.93,C33285,R33285,SP33285
S033286,P28952,2022-09-23,392,954.28,C33286,R33286,SP33286
S033287,P16986,2023-09-14,59,883.3,C33287,R33287,SP33287
S033288,P20883,2022-05-12,234,833.33,C33288,R33288,SP33288
S033289,P01049,2022-08-03,204,593.12,C33289,R33289,SP33289
S033290,P22647,2022-07-05,273,942.78,C33290,R33290,SP33290
S033291,P12243,2023-05-20,431,691.85,C33291,R33291,SP33291
S033292,P22109,2023-10-02,451,794.92,C33292,R33292,SP33292
S033293,P20990,2023-09-20,461,771.0,C33293,R33293,SP33293
S033294,P32027,2022-10-24,311,520.34,C33294,R33294,SP33294
S033295,P25607,2022-12-11,178,640.58,C33295,R33295,SP33295
S033296,P14427,2023-04-10,473,815.6,C33296,R33296,SP33296
S033297,P18225,2023-06-15,297,710.88,C33297,R33297,SP33297
S033298,P12734,2022-07-15,116,838.04,C33298,R33298,SP33298
S033299,P32001,2022-06-05,123,941.78,C33299,R33299,SP33299
S033300,P34046,2022-10-12,390,686.66,C33300,R33300,SP33300
S033301,P03409,2022-11-12,447,775.02,C33301,R33301,SP33301
S033302,P20291,2022-08-21,431,530.83,C33302,R33302,SP33302
S033303,P31141,2023-07-06,320,804.97,C33303,R33303,SP33303
S033304,P13312,2022-04-25,134,542.7,C33304,R33304,SP33304
S033305,P05020,2023-03-30,1,656.88,C33305,R33305,SP33305
S033306,P24896,2023-08-16,243,750.31,C33306,R33306,SP33306
S033307,P21184,2022-11-22,72,889.44,C33307,R33307,SP33307
S033308,P23800,2023-06-15,56,604.88,C33308,R33308,SP33308
S033309,P29400,2023-09-20,487,683.43,C33309,R33309,SP33309
S033310,P18318,2022-05-19,21,691.64,C33310,R33310,SP33310
S033311,P30920,2022-03-23,247,928.83,C33311,R33311,SP33311
S033312,P01148,2022-06-06,447,750.08,C33312,R33312,SP33312
S033313,P04571,2023-06-29,331,720.08,C33313,R33313,SP33313
S033314,P03504,2023-05-29,158,928.07,C33314,R33314,SP33314
S033315,P16763,2022-11-18,258,561.11,C33315,R33315,SP33315
S033316,P31559,2022-09-30,452,553.41,C33316,R33316,SP33316
S033317,P12543,2023-06-01,320,954.99,C33317,R33317,SP33317
S033318,P08833,2023-09-29,244,881.03,C33318,R33318,SP33318
S033319,P18774,2022-09-23,46,792.45,C33319,R33319,SP33319
S033320,P13008,2023-05-14,44,956.19,C33320,R33320,SP33320
S033321,P10409,2023-05-31,163,951.7,C33321,R33321,SP33321
S033322,P05187,2023-03-17,142,600.59,C33322,R33322,SP33322
S033323,P29308,2023-05-26,57,853.6,C33323,R33323,SP33323
S033324,P19113,2022-07-30,388,680.58,C33324,R33324,SP33324
S033325,P00907,2022-08-08,40,726.87,C33325,R33325,SP33325
S033326,P18168,2023-06-05,33,961.36,C33326,R33326,SP33326
S033327,P11943,2022-02-23,409,642.42,C33327,R33327,SP33327
S033328,P06722,2023-10-29,489,659.72,C33328,R33328,SP33328
S033329,P12228,2023-03-16,347,856.93,C33329,R33329,SP33329
S033330,P00803,2022-11-20,29,718.81,C33330,R33330,SP33330
S033331,P22940,2023-12-29,120,921.11,C33331,R33331,SP33331
S033332,P31279,2022-02-27,266,834.15,C33332,R33332,SP33332
S033333,P27175,2023-04-23,498,723.58,C33333,R33333,SP33333
S033334,P15210,2023-03-20,183,761.76,C33334,R33334,SP33334
S033335,P34180,2023-04-10,74,588.78,C33335,R33335,SP33335
S033336,P03459,2022-11-14,78,772.98,C33336,R33336,SP33336
S033337,P09414,2023-02-19,163,863.56,C33337,R33337,SP33337
S033338,P17653,2023-08-04,360,617.89,C33338,R33338,SP33338
S033339,P05875,2022-06-21,53,711.33,C33339,R33339,SP33339
S033340,P15203,2022-05-28,469,717.41,C33340,R33340,SP33340
S033341,P03767,2023-05-14,482,746.89,C33341,R33341,SP33341
S033342,P30810,2023-10-05,417,642.28,C33342,R33342,SP33342
S033343,P07885,2022-12-15,144,732.13,C33343,R33343,SP33343
S033344,P22510,2022-02-08,88,770.42,C33344,R33344,SP33344
S033345,P22902,2022-07-08,269,720.71,C33345,R33345,SP33345
S033346,P10375,2022-06-25,322,925.27,C33346,R33346,SP33346
S033347,P18338,2022-03-31,383,611.81,C33347,R33347,SP33347
S033348,P27559,2022-01-25,141,845.47,C33348,R33348,SP33348
S033349,P01252,2022-11-02,100,986.2,C33349,R33349,SP33349
S033350,P28275,2023-10-28,7,837.06,C33350,R33350,SP33350
S033351,P23209,2022-05-16,356,704.91,C33351,R33351,SP33351
S033352,P00497,2022-05-04,425,886.68,C33352,R33352,SP33352
S033353,P03993,2023-02-14,352,854.79,C33353,R33353,SP33353
S033354,P04137,2023-05-29,377,597.75,C33354,R33354,SP33354
S033355,P13545,2023-04-09,22,791.28,C33355,R33355,SP33355
S033356,P07265,2023-04-05,125,563.56,C33356,R33356,SP33356
S033357,P18156,2022-09-06,375,651.59,C33357,R33357,SP33357
S033358,P31304,2022-09-28,381,643.63,C33358,R33358,SP33358
S033359,P04278,2022-12-20,92,814.02,C33359,R33359,SP33359
S033360,P27506,2023-04-12,386,530.35,C33360,R33360,SP33360
S033361,P27283,2023-02-28,346,522.28,C33361,R33361,SP33361
S033362,P13827,2023-01-22,20,766.68,C33362,R33362,SP33362
S033363,P15249,2024-01-24,280,993.34,C33363,R33363,SP33363
S033364,P27341,2022-11-26,416,770.89,C33364,R33364,SP33364
S033365,P08838,2023-08-16,474,892.5,C33365,R33365,SP33365
S033366,P07556,2023-11-18,279,643.56,C33366,R33366,SP33366
S033367,P34931,2022-11-25,360,725.96,C33367,R33367,SP33367
S033368,P01775,2022-03-06,127,791.05,C33368,R33368,SP33368
S033369,P21506,2022-03-19,190,696.16,C33369,R33369,SP33369
S033370,P05003,2022-04-03,175,816.3,C33370,R33370,SP33370
S033371,P23324,2023-08-13,318,758.17,C33371,R33371,SP33371
S033372,P03921,2022-08-05,136,959.1,C33372,R33372,SP33372
S033373,P22347,2022-06-20,437,841.25,C33373,R33373,SP33373
S033374,P23594,2023-03-25,224,762.36,C33374,R33374,SP33374
S033375,P14932,2022-02-11,208,805.45,C33375,R33375,SP33375
S033376,P03434,2023-04-01,50,505.02,C33376,R33376,SP33376
S033377,P32825,2022-07-06,464,554.31,C33377,R33377,SP33377
S033378,P26711,2023-12-28,395,801.7,C33378,R33378,SP33378
S033379,P03817,2022-12-30,121,530.63,C33379,R33379,SP33379
S033380,P11566,2023-03-03,428,880.41,C33380,R33380,SP33380
S033381,P24897,2023-10-10,301,890.54,C33381,R33381,SP33381
S033382,P12643,2023-11-24,138,785.74,C33382,R33382,SP33382
S033383,P02406,2023-08-03,490,528.21,C33383,R33383,SP33383
S033384,P27051,2023-04-28,454,841.92,C33384,R33384,SP33384
S033385,P23169,2024-01-01,340,982.1,C33385,R33385,SP33385
S033386,P15046,2023-02-04,317,645.42,C33386,R33386,SP33386
S033387,P32479,2022-05-14,375,938.94,C33387,R33387,SP33387
S033388,P29380,2022-09-02,125,981.65,C33388,R33388,SP33388
S033389,P29599,2022-06-08,331,561.02,C33389,R33389,SP33389
S033390,P21624,2022-04-09,52,520.44,C33390,R33390,SP33390
S033391,P29273,2023-02-02,166,719.06,C33391,R33391,SP33391
S033392,P11588,2023-07-23,475,709.12,C33392,R33392,SP33392
S033393,P28187,2023-02-22,455,924.33,C33393,R33393,SP33393
S033394,P06551,2023-11-13,417,938.47,C33394,R33394,SP33394
S033395,P23187,2023-06-08,461,682.8,C33395,R33395,SP33395
S033396,P02837,2022-05-19,106,741.47,C33396,R33396,SP33396
S033397,P21353,2022-06-21,63,765.25,C33397,R33397,SP33397
S033398,P15084,2022-09-06,178,716.22,C33398,R33398,SP33398
S033399,P13872,2022-12-26,232,924.75,C33399,R33399,SP33399
S033400,P21743,2023-08-12,129,996.94,C33400,R33400,SP33400
S033401,P34115,2022-09-09,403,556.13,C33401,R33401,SP33401
S033402,P18610,2023-10-12,67,737.18,C33402,R33402,SP33402
S033403,P06887,2022-10-13,326,873.21,C33403,R33403,SP33403
S033404,P13724,2022-04-02,281,942.18,C33404,R33404,SP33404
S033405,P26659,2023-09-22,228,522.72,C33405,R33405,SP33405
S033406,P05254,2023-10-08,130,657.75,C33406,R33406,SP33406
S033407,P20439,2024-01-21,14,575.01,C33407,R33407,SP33407
S033408,P07479,2024-01-04,219,997.61,C33408,R33408,SP33408
S033409,P29028,2022-07-11,157,716.9,C33409,R33409,SP33409
S033410,P12502,2022-12-30,52,549.59,C33410,R33410,SP33410
S033411,P21773,2022-01-28,181,964.09,C33411,R33411,SP33411
S033412,P03031,2023-11-10,65,670.32,C33412,R33412,SP33412
S033413,P27448,2022-02-24,245,563.95,C33413,R33413,SP33413
S033414,P30324,2022-10-14,331,900.55,C33414,R33414,SP33414
S033415,P07177,2022-05-21,352,989.83,C33415,R33415,SP33415
S033416,P29560,2022-08-24,268,815.89,C33416,R33416,SP33416
S033417,P32965,2022-11-22,367,745.82,C33417,R33417,SP33417
S033418,P09373,2022-07-23,386,551.54,C33418,R33418,SP33418
S033419,P18902,2023-02-23,102,809.26,C33419,R33419,SP33419
S033420,P06047,2023-09-15,372,636.76,C33420,R33420,SP33420
S033421,P04255,2023-05-12,494,591.31,C33421,R33421,SP33421
S033422,P30287,2023-04-09,496,931.89,C33422,R33422,SP33422
S033423,P10540,2023-02-26,132,613.09,C33423,R33423,SP33423
S033424,P16097,2023-05-17,161,775.25,C33424,R33424,SP33424
S033425,P12377,2022-03-10,144,963.4,C33425,R33425,SP33425
S033426,P05584,2022-05-06,185,962.58,C33426,R33426,SP33426
S033427,P14591,2022-11-30,35,983.72,C33427,R33427,SP33427
S033428,P08776,2023-03-23,182,610.5,C33428,R33428,SP33428
S033429,P26177,2024-01-24,455,788.73,C33429,R33429,SP33429
S033430,P03397,2022-08-18,338,889.31,C33430,R33430,SP33430
S033431,P22330,2023-06-06,325,790.53,C33431,R33431,SP33431
S033432,P25909,2022-05-06,232,943.11,C33432,R33432,SP33432
S033433,P05310,2022-03-10,446,821.51,C33433,R33433,SP33433
S033434,P09325,2023-02-21,463,933.88,C33434,R33434,SP33434
S033435,P18041,2023-08-23,205,917.06,C33435,R33435,SP33435
S033436,P14309,2023-01-30,352,835.45,C33436,R33436,SP33436
S033437,P09191,2022-04-23,269,580.68,C33437,R33437,SP33437
S033438,P11622,2023-02-07,336,504.41,C33438,R33438,SP33438
S033439,P23178,2023-03-11,318,635.66,C33439,R33439,SP33439
S033440,P07942,2023-01-10,389,684.14,C33440,R33440,SP33440
S033441,P04877,2023-03-17,487,960.42,C33441,R33441,SP33441
S033442,P06227,2022-05-28,51,950.82,C33442,R33442,SP33442
S033443,P04159,2023-10-22,352,976.0,C33443,R33443,SP33443
S033444,P21745,2023-10-11,163,539.88,C33444,R33444,SP33444
S033445,P18779,2022-11-25,68,910.45,C33445,R33445,SP33445
S033446,P18099,2024-01-05,107,976.66,C33446,R33446,SP33446
S033447,P03826,2022-03-13,395,653.83,C33447,R33447,SP33447
S033448,P18559,2022-03-05,323,918.5,C33448,R33448,SP33448
S033449,P04403,2022-08-10,79,962.01,C33449,R33449,SP33449
S033450,P23226,2022-06-11,370,636.27,C33450,R33450,SP33450
S033451,P26830,2023-07-23,394,682.89,C33451,R33451,SP33451
S033452,P06234,2023-11-10,366,549.79,C33452,R33452,SP33452
S033453,P12438,2023-02-14,94,541.5,C33453,R33453,SP33453
S033454,P02680,2022-07-18,88,670.25,C33454,R33454,SP33454
S033455,P31260,2022-12-08,427,993.74,C33455,R33455,SP33455
S033456,P07746,2023-06-07,121,595.59,C33456,R33456,SP33456
S033457,P26528,2022-05-21,479,733.77,C33457,R33457,SP33457
S033458,P10782,2022-08-10,15,931.02,C33458,R33458,SP33458
S033459,P07081,2023-01-06,322,870.64,C33459,R33459,SP33459
S033460,P16247,2022-04-18,271,976.98,C33460,R33460,SP33460
S033461,P26909,2023-08-25,255,697.88,C33461,R33461,SP33461
S033462,P28427,2023-07-26,168,887.77,C33462,R33462,SP33462
S033463,P17255,2022-03-05,249,705.21,C33463,R33463,SP33463
S033464,P29744,2022-07-03,319,559.57,C33464,R33464,SP33464
S033465,P19932,2023-05-25,263,872.54,C33465,R33465,SP33465
S033466,P33388,2022-04-01,212,900.67,C33466,R33466,SP33466
S033467,P27446,2022-08-28,404,843.1,C33467,R33467,SP33467
S033468,P19005,2022-05-18,250,703.98,C33468,R33468,SP33468
S033469,P11962,2023-07-15,260,819.4,C33469,R33469,SP33469
S033470,P05158,2022-01-31,360,637.66,C33470,R33470,SP33470
S033471,P31346,2023-02-27,239,751.31,C33471,R33471,SP33471
S033472,P33984,2023-04-09,371,878.57,C33472,R33472,SP33472
S033473,P14031,2023-04-16,47,722.87,C33473,R33473,SP33473
S033474,P02023,2022-09-12,27,707.05,C33474,R33474,SP33474
S033475,P18707,2023-06-23,111,539.11,C33475,R33475,SP33475
S033476,P30460,2023-12-31,433,842.37,C33476,R33476,SP33476
S033477,P15186,2024-01-06,145,801.89,C33477,R33477,SP33477
S033478,P07862,2023-01-15,467,935.86,C33478,R33478,SP33478
S033479,P28558,2022-03-04,398,827.12,C33479,R33479,SP33479
S033480,P02353,2023-03-25,412,744.58,C33480,R33480,SP33480
S033481,P24692,2022-12-12,388,779.25,C33481,R33481,SP33481
S033482,P30635,2023-12-11,211,821.91,C33482,R33482,SP33482
S033483,P29796,2023-10-20,70,604.16,C33483,R33483,SP33483
S033484,P04409,2023-10-07,404,999.12,C33484,R33484,SP33484
S033485,P23522,2023-02-07,205,606.44,C33485,R33485,SP33485
S033486,P17583,2023-11-26,109,605.93,C33486,R33486,SP33486
S033487,P00824,2023-02-04,114,704.55,C33487,R33487,SP33487
S033488,P34908,2023-08-12,188,860.6,C33488,R33488,SP33488
S033489,P30816,2023-03-11,116,951.13,C33489,R33489,SP33489
S033490,P08386,2022-07-17,432,558.86,C33490,R33490,SP33490
S033491,P09917,2022-01-27,96,659.42,C33491,R33491,SP33491
S033492,P04196,2022-01-27,58,862.9,C33492,R33492,SP33492
S033493,P28287,2022-04-06,371,555.64,C33493,R33493,SP33493
S033494,P24885,2023-04-02,13,868.5,C33494,R33494,SP33494
S033495,P05825,2022-03-30,391,903.48,C33495,R33495,SP33495
S033496,P11625,2022-10-30,108,915.96,C33496,R33496,SP33496
S033497,P28904,2023-10-10,427,950.48,C33497,R33497,SP33497
S033498,P34300,2022-09-01,181,968.45,C33498,R33498,SP33498
S033499,P27407,2022-08-16,310,672.68,C33499,R33499,SP33499
S033500,P09295,2022-10-13,2,919.92,C33500,R33500,SP33500
S033501,P23031,2022-02-05,102,849.23,C33501,R33501,SP33501
S033502,P00961,2022-09-28,403,782.76,C33502,R33502,SP33502
S033503,P11524,2022-03-10,467,684.37,C33503,R33503,SP33503
S033504,P21427,2023-08-05,290,777.12,C33504,R33504,SP33504
S033505,P01180,2022-10-26,206,900.59,C33505,R33505,SP33505
S033506,P33812,2023-04-30,465,728.52,C33506,R33506,SP33506
S033507,P15615,2022-09-06,377,721.02,C33507,R33507,SP33507
S033508,P10529,2022-07-21,428,752.19,C33508,R33508,SP33508
S033509,P32155,2022-06-25,325,937.74,C33509,R33509,SP33509
S033510,P02794,2022-08-30,396,739.27,C33510,R33510,SP33510
S033511,P24956,2023-09-22,387,952.2,C33511,R33511,SP33511
S033512,P19707,2023-11-13,165,832.66,C33512,R33512,SP33512
S033513,P24983,2022-12-10,20,739.79,C33513,R33513,SP33513
S033514,P15293,2023-04-28,300,505.5,C33514,R33514,SP33514
S033515,P20214,2023-07-12,168,640.37,C33515,R33515,SP33515
S033516,P12086,2022-12-24,101,764.61,C33516,R33516,SP33516
S033517,P29438,2023-03-07,179,853.3,C33517,R33517,SP33517
S033518,P33187,2022-09-20,270,639.28,C33518,R33518,SP33518
S033519,P28272,2022-08-08,67,575.73,C33519,R33519,SP33519
S033520,P25897,2022-07-22,379,766.45,C33520,R33520,SP33520
S033521,P13626,2022-04-10,322,731.78,C33521,R33521,SP33521
S033522,P12455,2022-06-29,147,659.13,C33522,R33522,SP33522
S033523,P32768,2022-08-19,248,706.31,C33523,R33523,SP33523
S033524,P18891,2023-12-02,447,986.75,C33524,R33524,SP33524
S033525,P04489,2023-12-27,414,648.36,C33525,R33525,SP33525
S033526,P30381,2022-06-22,469,744.54,C33526,R33526,SP33526
S033527,P12719,2023-08-23,165,558.05,C33527,R33527,SP33527
S033528,P18606,2023-06-01,399,752.59,C33528,R33528,SP33528
S033529,P23667,2023-08-26,107,711.68,C33529,R33529,SP33529
S033530,P27142,2022-12-08,368,612.44,C33530,R33530,SP33530
S033531,P16037,2022-02-18,329,780.28,C33531,R33531,SP33531
S033532,P17107,2023-10-11,10,703.59,C33532,R33532,SP33532
S033533,P21511,2022-10-27,319,621.25,C33533,R33533,SP33533
S033534,P21487,2022-09-27,381,692.57,C33534,R33534,SP33534
S033535,P07839,2022-10-23,370,819.76,C33535,R33535,SP33535
S033536,P33590,2023-05-29,425,931.66,C33536,R33536,SP33536
S033537,P10874,2022-07-11,176,994.0,C33537,R33537,SP33537
S033538,P29880,2023-04-03,256,983.84,C33538,R33538,SP33538
S033539,P16370,2024-01-21,117,832.79,C33539,R33539,SP33539
S033540,P33980,2022-08-09,287,995.39,C33540,R33540,SP33540
S033541,P01340,2022-11-02,228,943.28,C33541,R33541,SP33541
S033542,P09053,2022-03-20,473,785.61,C33542,R33542,SP33542
S033543,P12501,2022-08-13,20,606.07,C33543,R33543,SP33543
S033544,P21035,2023-05-25,432,925.8,C33544,R33544,SP33544
S033545,P03680,2023-06-24,483,632.02,C33545,R33545,SP33545
S033546,P29334,2022-06-10,73,540.67,C33546,R33546,SP33546
S033547,P13630,2022-11-11,170,637.9,C33547,R33547,SP33547
S033548,P04841,2022-11-16,8,801.71,C33548,R33548,SP33548
S033549,P32914,2022-08-18,130,885.47,C33549,R33549,SP33549
S033550,P16141,2023-06-19,263,779.75,C33550,R33550,SP33550
S033551,P27061,2022-10-02,456,933.75,C33551,R33551,SP33551
S033552,P14173,2022-12-03,437,748.12,C33552,R33552,SP33552
S033553,P10666,2022-07-09,138,768.48,C33553,R33553,SP33553
S033554,P32814,2023-08-18,370,637.61,C33554,R33554,SP33554
S033555,P29979,2023-05-29,334,937.1,C33555,R33555,SP33555
S033556,P07083,2023-05-02,460,508.72,C33556,R33556,SP33556
S033557,P09547,2022-05-26,60,713.46,C33557,R33557,SP33557
S033558,P18262,2023-03-15,430,857.91,C33558,R33558,SP33558
S033559,P32373,2022-11-18,249,666.34,C33559,R33559,SP33559
S033560,P34150,2022-05-13,445,530.41,C33560,R33560,SP33560
S033561,P25721,2022-04-25,205,840.07,C33561,R33561,SP33561
S033562,P06042,2022-08-24,382,977.1,C33562,R33562,SP33562
S033563,P10306,2023-12-08,426,980.0,C33563,R33563,SP33563
S033564,P16549,2022-05-24,303,787.94,C33564,R33564,SP33564
S033565,P08108,2023-12-13,448,889.45,C33565,R33565,SP33565
S033566,P18682,2022-07-14,224,755.2,C33566,R33566,SP33566
S033567,P19478,2022-02-26,272,785.5,C33567,R33567,SP33567
S033568,P24746,2023-12-04,373,891.62,C33568,R33568,SP33568
S033569,P03289,2023-03-07,335,524.41,C33569,R33569,SP33569
S033570,P26363,2022-03-24,302,882.32,C33570,R33570,SP33570
S033571,P11651,2023-04-13,21,999.8,C33571,R33571,SP33571
S033572,P16199,2022-06-27,297,563.59,C33572,R33572,SP33572
S033573,P25542,2023-07-20,43,851.62,C33573,R33573,SP33573
S033574,P10097,2022-08-18,53,686.63,C33574,R33574,SP33574
S033575,P01044,2023-04-12,354,985.02,C33575,R33575,SP33575
S033576,P03454,2022-04-15,162,518.36,C33576,R33576,SP33576
S033577,P07172,2023-03-25,105,813.3,C33577,R33577,SP33577
S033578,P19162,2023-01-24,229,643.39,C33578,R33578,SP33578
S033579,P06600,2022-10-08,282,707.13,C33579,R33579,SP33579
S033580,P16311,2022-10-27,480,975.34,C33580,R33580,SP33580
S033581,P18216,2023-02-18,141,650.87,C33581,R33581,SP33581
S033582,P16548,2023-08-30,445,501.11,C33582,R33582,SP33582
S033583,P34886,2022-11-30,164,669.72,C33583,R33583,SP33583
S033584,P18590,2023-04-21,77,790.84,C33584,R33584,SP33584
S033585,P01853,2023-03-07,74,742.45,C33585,R33585,SP33585
S033586,P28737,2022-12-11,485,783.88,C33586,R33586,SP33586
S033587,P14300,2022-11-10,218,520.78,C33587,R33587,SP33587
S033588,P34575,2022-08-21,239,756.28,C33588,R33588,SP33588
S033589,P18570,2022-10-05,129,710.22,C33589,R33589,SP33589
S033590,P23916,2022-01-31,173,541.19,C33590,R33590,SP33590
S033591,P06163,2023-01-19,481,648.17,C33591,R33591,SP33591
S033592,P33773,2022-03-30,149,750.28,C33592,R33592,SP33592
S033593,P01559,2022-06-04,345,748.76,C33593,R33593,SP33593
S033594,P25786,2022-10-28,188,847.28,C33594,R33594,SP33594
S033595,P28216,2023-12-26,255,704.61,C33595,R33595,SP33595
S033596,P14073,2022-08-29,223,901.86,C33596,R33596,SP33596
S033597,P04045,2024-01-11,360,864.12,C33597,R33597,SP33597
S033598,P24308,2023-04-01,228,734.48,C33598,R33598,SP33598
S033599,P09385,2022-12-12,21,911.17,C33599,R33599,SP33599
S033600,P03385,2023-07-09,9,751.12,C33600,R33600,SP33600
S033601,P09489,2022-09-20,297,893.64,C33601,R33601,SP33601
S033602,P33770,2023-09-02,10,728.48,C33602,R33602,SP33602
S033603,P25635,2022-12-11,84,957.73,C33603,R33603,SP33603
S033604,P08103,2022-07-17,15,838.13,C33604,R33604,SP33604
S033605,P00172,2022-09-29,4,546.2,C33605,R33605,SP33605
S033606,P18915,2022-07-13,477,705.54,C33606,R33606,SP33606
S033607,P33948,2022-05-22,387,980.01,C33607,R33607,SP33607
S033608,P02243,2022-05-13,114,548.72,C33608,R33608,SP33608
S033609,P33704,2023-04-08,465,630.56,C33609,R33609,SP33609
S033610,P23643,2023-06-17,112,878.91,C33610,R33610,SP33610
S033611,P30398,2023-10-10,307,709.35,C33611,R33611,SP33611
S033612,P11037,2023-07-30,123,930.22,C33612,R33612,SP33612
S033613,P03666,2022-10-06,6,673.72,C33613,R33613,SP33613
S033614,P11115,2022-09-04,197,936.33,C33614,R33614,SP33614
S033615,P20818,2022-06-02,62,584.32,C33615,R33615,SP33615
S033616,P10839,2022-04-04,485,946.87,C33616,R33616,SP33616
S033617,P05228,2023-10-17,336,853.73,C33617,R33617,SP33617
S033618,P19343,2022-02-14,433,829.9,C33618,R33618,SP33618
S033619,P29897,2023-04-21,200,751.92,C33619,R33619,SP33619
S033620,P12539,2023-11-19,265,720.69,C33620,R33620,SP33620
S033621,P34927,2022-12-31,470,552.74,C33621,R33621,SP33621
S033622,P26099,2023-03-30,323,873.32,C33622,R33622,SP33622
S033623,P09642,2023-09-25,457,517.35,C33623,R33623,SP33623
S033624,P10148,2023-12-14,496,688.51,C33624,R33624,SP33624
S033625,P08382,2023-05-21,476,723.47,C33625,R33625,SP33625
S033626,P22867,2023-07-08,154,811.28,C33626,R33626,SP33626
S033627,P31843,2023-12-25,19,501.04,C33627,R33627,SP33627
S033628,P18498,2022-03-11,353,523.54,C33628,R33628,SP33628
S033629,P17552,2023-04-27,130,553.16,C33629,R33629,SP33629
S033630,P09216,2023-04-12,382,834.34,C33630,R33630,SP33630
S033631,P19117,2022-08-17,273,887.11,C33631,R33631,SP33631
S033632,P20172,2022-11-01,428,505.57,C33632,R33632,SP33632
S033633,P25823,2023-10-22,427,694.91,C33633,R33633,SP33633
S033634,P16398,2023-11-06,164,992.97,C33634,R33634,SP33634
S033635,P33211,2023-08-19,414,812.84,C33635,R33635,SP33635
S033636,P09152,2023-08-08,390,911.84,C33636,R33636,SP33636
S033637,P16551,2022-10-02,210,552.57,C33637,R33637,SP33637
S033638,P00792,2022-08-17,385,884.76,C33638,R33638,SP33638
S033639,P02524,2022-05-29,212,983.37,C33639,R33639,SP33639
S033640,P00185,2022-03-10,299,595.02,C33640,R33640,SP33640
S033641,P17315,2023-07-23,50,893.95,C33641,R33641,SP33641
S033642,P27945,2022-07-05,236,768.41,C33642,R33642,SP33642
S033643,P07318,2022-05-02,146,635.74,C33643,R33643,SP33643
S033644,P26419,2023-12-31,363,821.04,C33644,R33644,SP33644
S033645,P21462,2022-10-08,315,886.85,C33645,R33645,SP33645
S033646,P01557,2023-04-21,75,796.42,C33646,R33646,SP33646
S033647,P25780,2023-06-29,153,670.78,C33647,R33647,SP33647
S033648,P22768,2022-11-25,189,955.95,C33648,R33648,SP33648
S033649,P18512,2022-07-26,33,718.44,C33649,R33649,SP33649
S033650,P21669,2022-03-23,30,514.81,C33650,R33650,SP33650
S033651,P27371,2022-06-13,322,904.14,C33651,R33651,SP33651
S033652,P11973,2022-08-12,394,678.53,C33652,R33652,SP33652
S033653,P08922,2023-11-25,136,785.93,C33653,R33653,SP33653
S033654,P01826,2022-03-10,59,700.61,C33654,R33654,SP33654
S033655,P30541,2022-09-01,300,658.34,C33655,R33655,SP33655
S033656,P29050,2023-03-26,66,981.1,C33656,R33656,SP33656
S033657,P14209,2023-11-13,74,900.33,C33657,R33657,SP33657
S033658,P21352,2022-12-28,365,536.64,C33658,R33658,SP33658
S033659,P17393,2022-03-20,404,522.03,C33659,R33659,SP33659
S033660,P00796,2022-04-14,104,648.02,C33660,R33660,SP33660
S033661,P10176,2023-05-21,78,526.97,C33661,R33661,SP33661
S033662,P05234,2023-07-14,453,699.36,C33662,R33662,SP33662
S033663,P12200,2022-11-17,453,508.1,C33663,R33663,SP33663
S033664,P04233,2023-12-14,153,814.46,C33664,R33664,SP33664
S033665,P24609,2023-11-09,408,793.63,C33665,R33665,SP33665
S033666,P19204,2022-02-14,264,834.75,C33666,R33666,SP33666
S033667,P09742,2022-04-19,108,636.33,C33667,R33667,SP33667
S033668,P00611,2022-03-08,171,519.01,C33668,R33668,SP33668
S033669,P25874,2022-04-24,292,814.34,C33669,R33669,SP33669
S033670,P20409,2023-08-19,338,919.54,C33670,R33670,SP33670
S033671,P03815,2022-06-30,204,619.82,C33671,R33671,SP33671
S033672,P32119,2022-05-25,106,557.74,C33672,R33672,SP33672
S033673,P17668,2024-01-04,81,551.18,C33673,R33673,SP33673
S033674,P26866,2023-02-13,283,894.22,C33674,R33674,SP33674
S033675,P03803,2022-10-16,3,966.33,C33675,R33675,SP33675
S033676,P32901,2023-10-02,272,639.72,C33676,R33676,SP33676
S033677,P15603,2022-10-15,93,979.33,C33677,R33677,SP33677
S033678,P28974,2023-08-24,3,941.88,C33678,R33678,SP33678
